crime_id,month,category,lat,lon,street,outcome,is_atmosphere,district
64b86f083e051f554fc0bc6b147e4be2fc31c78ac65fd743e4d40c122ba93748,2026-05,public-order,50.821071,-0.14523,On or near Nightclub,Investigation complete; no suspect identified,True,the_lanes
8ec81f934aacf3f1d3ec61843d2ca14080df0785aa49a1ce5522c3e4cf9f0239,2026-05,public-order,50.823118,-0.141074,On or near North Street,Under investigation,True,the_lanes
27d351618f49fb224596d6f3401fe7f1399a6403a7ec495c596343ba4a30d587,2026-05,public-order,50.837914,-0.181149,On or near St Joseph's Close,Investigation complete; no suspect identified,True,hove
9c34d3fea40b709dec92547fc502e6e5887181594ab58db36996fed37d8fac6d,2026-05,public-order,50.825799,-0.140016,On or near Queen's Gardens,Investigation complete; no suspect identified,True,north_laine
9c6857318f46670039bce02909ace91c1cf859869a4d30a10baa2ecb971987d6,2026-05,public-order,50.825728,-0.139479,On or near North Road,Investigation complete; no suspect identified,True,north_laine
de3ac60049454a8cbb4c0df66c532b818a60791a2e1ec0317ef3f3018eee8647,2026-05,public-order,50.83365,-0.129862,On or near Brewer Street,Investigation complete; no suspect identified,True,other
68373d68113e9e4969643ca3fc7c499f590126c75a9d66997c2478f8a6eafaaf,2026-05,public-order,50.82113,-0.135431,On or near Supermarket,Unable to prosecute suspect,True,kemptown
b1ecc7a3dc918cb505ab79340f4ccf3f03f04e0f5b55242c160372b7920290f9,2026-05,public-order,50.826524,-0.153377,On or near Montpelier Place,Investigation complete; no suspect identified,True,other
d66cb9656b62e35e80097b3c81a5c18f4e7a536902202fb4b2feb3301349cd98,2026-05,public-order,50.824393,-0.146575,On or near Regent Hill,Investigation complete; no suspect identified,True,other
5bbf3f5cdd2b07c372084c25ce4dcb67b12dac3c625bc2e34c5a029effa8324c,2026-05,public-order,50.820645,-0.136033,On or near Steine Street,Investigation complete; no suspect identified,True,the_lanes
6332743154a932c9db8c75b27a10d3873e2b369210b8cf27cc1e8712b4617109,2026-05,public-order,50.824758,-0.136749,On or near Marlborough Place,Investigation complete; no suspect identified,True,north_laine
02e041fe50420c2af5f20000b5fe17a7b735db24fc87a1b3ab59df82efab9547,2026-05,public-order,50.83584,-0.126238,On or near Inverness Road,Investigation complete; no suspect identified,True,other
44deca609d614a5acd495a6d58fe8e906c4d0b8a9231257bebf39331a61fcb82,2026-05,public-order,50.828509,-0.15381,On or near York Avenue,Investigation complete; no suspect identified,True,other
fbd8d4425e6229e6a96d488152fc4cb9f18759cc919add87545c298b183c0814,2026-05,public-order,50.812957,-0.105946,On or near Parking Area,Unable to prosecute suspect,True,seafront
f03f7af4901841b0a7c24fc97122eb1810a3ad6b7f57a7d08a348f9fc95ce35f,2026-05,public-order,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,True,the_lanes
89eacda9a0a3e1f5809522fedd68b21f638af8c18d3d866f8da1037da9d797f5,2026-05,public-order,50.833199,-0.190818,On or near St Heliers Avenue,Investigation complete; no suspect identified,True,hove
661ac12c5a463d275c12a279af337ad831541593261409a1f75ed7f1fa88dfb3,2026-05,public-order,50.812654,-0.10224,On or near Palm Drive,Investigation complete; no suspect identified,True,other
aa45c1d6a56baf573cef248068f88eaebd6211e49bb94f1934177417f1f096bb,2026-05,public-order,50.824109,-0.125998,On or near Park/open Space,Investigation complete; no suspect identified,True,other
88e8f96e037a8699295725d8359662befd702bf763664ad7184706dc042f501c,2026-05,robbery,50.834779,-0.126821,On or near Supermarket,Under investigation,False,other
bb497489e57c5531f70f27250ec22882446d73d320fb5588898dcebf72c33c93,2026-05,robbery,50.82162,-0.139614,On or near Market Street,Investigation complete; no suspect identified,False,the_lanes
621ab14d88e6de962cae215f02768e8e0746175976354229d973711c88d23ee2,2026-05,robbery,50.826979,-0.138975,On or near Gloucester Road,Investigation complete; no suspect identified,False,north_laine
9f66688407809c13593bf449cec2e59bf867af100acad2e6cad89a15bf270a0d,2026-05,robbery,50.82022,-0.102969,On or near Wadhurst Rise,Investigation complete; no suspect identified,False,other
8af1a2210696044abc8463602ef89da6e3ff8411b0eeed256e0731c69d7cf01b,2026-05,robbery,50.831628,-0.129403,On or near Hanover Mews,Unable to prosecute suspect,False,other
e31d73c39d35d228616d90a55dfa813c05987858c4cb0aaf86cf2180b88f2512,2026-05,robbery,50.832858,-0.145033,On or near York Grove,Investigation complete; no suspect identified,False,other
dcc1d0b7c1c9a59e16c8b2f93f094af4c78d50c852c85c587898edf02e1e9c12,2026-05,robbery,50.819701,-0.131002,On or near Rock Place,Unable to prosecute suspect,False,kemptown
6a64c9b0cc0d6d88f0aacc28ad688e0737359d095108b9d6f37d2d6b81ac3656,2026-05,robbery,50.825073,-0.152071,On or near Supermarket,Investigation complete; no suspect identified,False,other
202c488b4b9f0315fc95a1274aad4d5f0bb992c407bce625e686a67dc2516cfe,2026-05,robbery,50.828024,-0.149867,On or near St Michael's Place,Investigation complete; no suspect identified,False,other
b6aa34dcee7eb34629a61f0829cd48682f20a04b9328f33e1ab0803fb766113a,2026-05,robbery,50.821397,-0.134668,On or near George Street,Investigation complete; no suspect identified,False,kemptown
a88e23ff648187cb2f56340aae34723da9c33370e92c90f7781642a5b53aaf79,2026-05,robbery,50.820756,-0.143524,On or near Nightclub,Investigation complete; no suspect identified,False,the_lanes
cdafe6304a06f623c678822c1b7f87d1eee1a0bcce635aeb2400a4a83de1a461,2026-05,robbery,50.828424,-0.141616,On or near Junction Road,Investigation complete; no suspect identified,False,north_laine
6f4cdf638cfd7aa6754060025ee4566061d76927f99f535bd6e7a41709e1fea3,2026-05,robbery,50.83068,-0.147206,On or near Supermarket,Under investigation,False,other
6eed1096a29652bfd59a4c434ea028c2cda862e37235389d77a740cdc518728f,2026-05,robbery,50.828424,-0.141616,On or near Junction Road,Investigation complete; no suspect identified,False,north_laine
56440a29cd607f13681f8e0601b57320f5dcecc43b0eaaaf0c4b1051601c5e24,2026-05,robbery,50.82113,-0.135431,On or near Supermarket,Investigation complete; no suspect identified,False,kemptown
0823332a7e936c2ce9dd121abb16c7f6dfaa102f3d4fe0d02d99ffcaf4256402,2026-05,robbery,50.834779,-0.126821,On or near Supermarket,Under investigation,False,other
92ff9f84f73fb9f1d76d31219dee8fe9cc361a5f72054b8ef160108125a879e1,2026-05,robbery,50.820709,-0.132154,On or near Supermarket,Investigation complete; no suspect identified,False,kemptown
b08502f68c0a39f80693ba95606e00f90ee3b3280f263530ac968ff1d742bdc6,2026-05,robbery,50.834779,-0.126821,On or near Supermarket,Unable to prosecute suspect,False,other
77dc2d68b838b0c310354d0b074bc9288d572aff8ffeb46e397cc8b7031fbc4d,2026-05,robbery,50.831628,-0.129403,On or near Hanover Mews,Unable to prosecute suspect,False,other
dbd28fcd75b747a5f6e015a6e678e5fb91dcb04c1d481c3d1d7c657c52b3f19e,2026-05,robbery,50.828866,-0.176148,On or near Supermarket,Investigation complete; no suspect identified,False,hove
d57b431cfc6a91dd560c428cdead5a602f29c73bf2a9826837894af80b7ae1d1,2026-05,robbery,50.82162,-0.139614,On or near Market Street,Under investigation,False,the_lanes
01d47fee1ff895d8feb2f318407a04f4976f108b40eea809b43dc068c9c17e59,2026-05,robbery,50.824065,-0.104901,On or near Camber Close,Unable to prosecute suspect,False,other
82b795e861194cc798b4bed5b80d8d82d2133c09b9c5673899a9c77cf09629e5,2026-05,robbery,50.831208,-0.1352,On or near Francis Street,Unable to prosecute suspect,False,other
b8663ad21950f9928b98e6c41d88f005e39fd52271b803ce4bc84a35626e9c25,2026-05,robbery,50.813648,-0.103633,On or near Supermarket,Under investigation,False,other
8c8e33b1da0a6ae81c34a5dce0a591a467a58d81e2c0719538fb211feb6a0732,2026-05,robbery,50.828763,-0.174461,On or near Haddington Close,Investigation complete; no suspect identified,False,hove
b8d815ab1f1aae885fe7146b392a16f5c1f9e5961116859452fdcb51e6773bf2,2026-05,robbery,50.828763,-0.174461,On or near Haddington Close,Unable to prosecute suspect,False,hove
e9c52cae37b3907f03779ec9cd23861cbec5b31cdb67425a38dee3f0ca2133cf,2026-05,robbery,50.822687,-0.145634,On or near Parking Area,Unable to prosecute suspect,False,the_lanes
17a6abd6eca387e490fa8ebd1547377a488cc552267ea3558670bf52a6b67a7c,2026-05,robbery,50.813648,-0.103633,On or near Supermarket,Investigation complete; no suspect identified,False,other
aec960f394a2b6a23f773828a4447a41d9952aa9a97c86077fc677a755cfbec6,2026-05,robbery,50.828424,-0.141616,On or near Junction Road,Investigation complete; no suspect identified,False,north_laine
5c3cbd8abd8678f69de2d024f74bdd1bf3554041f82375f2a74a257ab925dd30,2026-05,robbery,50.820036,-0.138328,On or near Bus/coach Station,Under investigation,False,the_lanes
9444407757a5f3d9718f16e19a5ed752880b50e27ade7b58ca45329a655dbb41,2026-05,robbery,50.834779,-0.126821,On or near Supermarket,Under investigation,False,other
f777a97108e402eb7a962a831744f653c2f69a9de7cdcfd7e1d3371f0e16dba8,2026-05,robbery,50.824147,-0.142439,On or near Windsor Street,Investigation complete; no suspect identified,False,north_laine
adbb8d84e38e149aef35a596974f913b62d3498897d2395d5a5ee81ce8eee5ee,2026-05,robbery,50.824925,-0.139355,On or near Theatre/concert Hall,Awaiting court outcome,False,north_laine
462e4222b8f7e8d85bca3defd684360948e8c5532aed04e8973302a5a1b1ce2a,2026-05,robbery,50.838152,-0.15502,On or near Petrol Station,Local resolution,False,other
199a8d8a6a55c639513c045fa748bb9abe10c7351a94f0497268ab9ff656159e,2026-05,robbery,50.819798,-0.140964,On or near Nightclub,Unable to prosecute suspect,False,the_lanes
335211bd2d7a7f5bf7b77a79cae0f1d2aa73479c8e147e3b6eda12461a0dc940,2026-05,robbery,50.821404,-0.138459,On or near Nightclub,Unable to prosecute suspect,False,the_lanes
4c8ef02a7a601240723d6e8bb4f3a62eb4065ed56488eaa48961e52b3f5a6429,2026-05,robbery,50.830643,-0.139227,On or near Fleet Street,Investigation complete; no suspect identified,False,other
10b6eefb5a4c4187f37a75cc1f8397f44901724143851068a67ff785763422f1,2026-05,robbery,50.825422,-0.161599,On or near Holland Mews,Investigation complete; no suspect identified,False,other
5459986622ac979305bb07c794e43017420830db537c912b5c40f67210a92feb,2026-05,robbery,50.820115,-0.135457,On or near Nightclub,Investigation complete; no suspect identified,False,kemptown
3870c27a4e3204d06d5a5816769cafca36707603ce5dce7d091f775d203a27c0,2026-05,robbery,50.830519,-0.138195,On or near Supermarket,Under investigation,False,other
5b402b5a9ae030b80f6407aa255ebcbe7a499d4e7c9448807a911d4598af3a3b,2026-05,robbery,50.822323,-0.134631,On or near Dorset Street,Investigation complete; no suspect identified,False,kemptown
4dad8f59c32a5430e06959656e2e52cc11778ae8ce83cbdbc96607254c6466c1,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
20d13fa0f0053ed771e78179900c0706100a2c35a8351acb1b1d552b451376c4,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Under investigation,False,the_lanes
cfde30da0dde21aca3fd4e84ba1fa261d80db8c85539c2c721c70e05264e01e7,2026-05,shoplifting,50.825414,-0.155991,On or near Supermarket,Unable to prosecute suspect,False,other
885cf2c8d713a12487e4b80b662a197058dfb5ddb76ae57d1c50d8b67f3f1fde,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
9746fe42835cde1ebd23d2562d211a54a0dad48505850654fa09d9d47c76fe96,2026-05,shoplifting,50.825422,-0.161599,On or near Holland Mews,Awaiting court outcome,False,other
bf6154f8b84fc7deaed3f9c4483cbd68c93f10a1171c921c38bceebde487592b,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Under investigation,False,other
d35407de26d7ea6fbfca81a37852a6f5c33d2a2a9308a7d93d735c9dd92433cd,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Under investigation,False,other
3db1da284209123ca0f8b87b427d12d71c72ce63b6290ae9aa9b7ad094cb258d,2026-05,shoplifting,50.82113,-0.135431,On or near Supermarket,Investigation complete; no suspect identified,False,kemptown
c2ccfff4a6a85a4193c11cc96fab02a7609c720ae17050ed85736ece09adff9c,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Under investigation,False,other
6801a402867c9eb3eac669d026e23d899c65fdbb5b8fcf7d214be86363709971,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Investigation complete; no suspect identified,False,other
63d33d74dab442b12f7409b0f1533b3de173261f6d71d34ef187b30a628be963,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Investigation complete; no suspect identified,False,other
5df39d7d8557d662a5529bdead849d8b26bbebc61382e6a45fac9d403e1d77bd,2026-05,shoplifting,50.824108,-0.145607,On or near Shopping Area,Investigation complete; no suspect identified,False,other
b21e35a97eade5761095f02851fa4a2f00a20d70eca638e45e266fd087315934,2026-05,shoplifting,50.830613,-0.173778,On or near Haddington Street,Investigation complete; no suspect identified,False,hove
d7992ef02017d40246fb49b5294a4da8c5d4d27a5d4367be1c168e80602c767b,2026-05,shoplifting,50.830613,-0.173778,On or near Haddington Street,Under investigation,False,hove
1b6b85c57c260c5b5f7726235efab67da9c71ace0ecb2fba5754c879989e6ffb,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Local resolution,False,other
0533d9b3dd04975f75e23ce5932982babcef75c89dfa597b7f8c2b2b9f91e5da,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Under investigation,False,other
25e8ebec268678b5ec0c63e526926543bbc3a899896a11cd17d826b6b5ec4b11,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Under investigation,False,other
1e320a9edf01893040c2fef89bb6cc7efb9a40a242669e4dccb0cf38a637644d,2026-05,shoplifting,50.823878,-0.14421,On or near Queen Square,Under investigation,False,other
48ac7c588b3b22563c9aa06226ca10414ea94866dd812811ebbd0a8a43c6551b,2026-05,shoplifting,50.82395,-0.140232,On or near Shopping Area,Investigation complete; no suspect identified,False,north_laine
fc3d79bb3216abe8c8bae0acbab186df13df13d6533bd4eed241b0d96819c989,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Awaiting court outcome,False,the_lanes
80be2099d76533f8a89959e2280486631cc4bedd1b74f397b64f480a70b23d76,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Awaiting court outcome,False,the_lanes
118cf57d6fe37b8ca8b3d0054cbe5e8e151ef009f0da4b4377e20cfd72a18162,2026-05,shoplifting,50.828866,-0.176148,On or near Supermarket,Investigation complete; no suspect identified,False,hove
8280729530d0b6be5c71226a51155871721f1f1f23cb7d2c249cbad8cd13a096,2026-05,shoplifting,50.816676,-0.107883,On or near Supermarket,Investigation complete; no suspect identified,False,other
1dc21b7d8c606410d2b530b5ef1b1060b4f4a5fd619a65d9f13b32d703d0e3f8,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Investigation complete; no suspect identified,False,other
b0c2195ff8eadf4abba703c6bba1a76f4d9096945f08c74b29736b505541f442,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Unable to prosecute suspect,False,other
777cb7ea2756102415c66c4cff5f3aa3aaffee673aa9688dcc246f337dcd0a59,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Unable to prosecute suspect,False,other
b63ae974c23d9eafea6f965075ce84c8efa07729996a14dafba4b6086bc040c5,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Awaiting court outcome,False,other
5408254b4ca4b204ce0b8eedb52bc00ee65a3d4dcea36319350fd4d60fe5c818,2026-05,shoplifting,50.8313,-0.136418,On or near Marshalls Row,Awaiting court outcome,False,other
797d725bcc10adf8a47d088d1891fea149f654363378225f886f70cc71e06cc8,2026-05,shoplifting,50.83068,-0.147206,On or near Supermarket,Under investigation,False,other
53fc18dbee9d2f202a142fdad55ef8abcdf1516aca798802a674460e59157747,2026-05,shoplifting,50.824108,-0.145607,On or near Shopping Area,Awaiting court outcome,False,other
ebd94cc40457cec91bc609a099aa7cea9bbb0eeef7c5c33c2603ec90d4e0ede5,2026-05,shoplifting,50.820708,-0.133191,On or near Cavendish Street,Investigation complete; no suspect identified,False,kemptown
d8a9987250594975533c8518e91141dc8b22e1fc2c7fed85c7e7d161c1ff2dcb,2026-05,shoplifting,50.83068,-0.147206,On or near Supermarket,Awaiting court outcome,False,other
1fe7069361839bee5a3543f510320b6289192a482b8e0dd72fe07e6ae8da7057,2026-05,shoplifting,50.83068,-0.147206,On or near Supermarket,Investigation complete; no suspect identified,False,other
1209d8d36499d219f7c104eac526048d7bedff81e781bb1c5bda198ed1fe0115,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Under investigation,False,other
1560850df5a6e74a822147ca4cdafcb3d98091c6b64e583123badfdfc74ece1f,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Unable to prosecute suspect,False,other
eb3ab35344db107161b70844c9eb6167b05df3bdcd1d93bf9afdc0bf32204229,2026-05,shoplifting,50.820698,-0.139338,On or near East Street,Investigation complete; no suspect identified,False,the_lanes
279bf606781db661151e29894dea2d88605dbecec0fda18ec4155ce75e5c0381,2026-05,shoplifting,50.838964,-0.171791,On or near A270,Investigation complete; no suspect identified,False,hove
4b5a28553edb8e8f002fea11ce1b52e251b6bb9c6b2fdf750faee60f183308fa,2026-05,shoplifting,50.823167,-0.142449,On or near Nightclub,Under investigation,False,the_lanes
70037b6439cb0f28f9f27848382f311d7e4afdeea4b91f6844ea0894bc8e46f0,2026-05,shoplifting,50.823878,-0.14421,On or near Queen Square,Investigation complete; no suspect identified,False,other
38b05777584876262673b1ff6863ebe084e4c59fda6a029aafacb1587ec6076d,2026-05,shoplifting,50.822312,-0.145805,On or near Regency Road,Investigation complete; no suspect identified,False,the_lanes
3909c1c30988c45cf699c25e28a5456154d2a0a51606208778da1726e4e9959d,2026-05,shoplifting,50.828866,-0.176148,On or near Supermarket,Investigation complete; no suspect identified,False,hove
9faa6d1b7f255c2ac35c48cc5066c9b454a879fa38f632f3854ec1cd1163da30,2026-05,shoplifting,50.820698,-0.139338,On or near East Street,Investigation complete; no suspect identified,False,the_lanes
5e163500334ae2925683fbe8e7f9f18ccefc724851fa607098e25b8c617d4a67,2026-05,shoplifting,50.826549,-0.141378,On or near Frederick Street,Unable to prosecute suspect,False,north_laine
ae84f986a0acd0eda5e58857da1fdefc288b1521a64a45c4355542c0e3448c81,2026-05,shoplifting,50.824108,-0.145607,On or near Shopping Area,Investigation complete; no suspect identified,False,other
9b413504508538c6fc840638587193f578aecdcdac57a851abbdf506064592ea,2026-05,shoplifting,50.820698,-0.139338,On or near East Street,Investigation complete; no suspect identified,False,the_lanes
26f8ff9afceef06b92db2502b421e3e89cd535c13898580fb3f3110571b6a0cd,2026-05,shoplifting,50.828763,-0.174461,On or near Haddington Close,Unable to prosecute suspect,False,hove
0dabb1c52aeca6773a20f51dfb97d63cf7b9920ea2ed03df187ad2b76116b3b6,2026-05,shoplifting,50.830613,-0.173778,On or near Haddington Street,Unable to prosecute suspect,False,hove
e0b9fb06b8d34e7da978c4c209cb0299157b0b6a89087338711c3bbdee2da025,2026-05,shoplifting,50.83046,-0.135642,On or near Supermarket,Awaiting court outcome,False,other
88226e0067330593afce1d0c38b2c1403613067dc2c255879235e3c46c774d8f,2026-05,shoplifting,50.826549,-0.141378,On or near Frederick Street,Investigation complete; no suspect identified,False,north_laine
ac10b4a123606b63ec0e0176b721bfa66fc4f541da99131f1403f8fd03a343de,2026-05,shoplifting,50.824108,-0.145607,On or near Shopping Area,Unable to prosecute suspect,False,other
a94849030d3bc696a4fa7aba6e9b864a57b0d0bc32cdf8e84693960495113349,2026-05,shoplifting,50.84104,-0.122725,On or near Shopping Area,Investigation complete; no suspect identified,False,other
91497f7b9753a9e822baf12cd5f4323f251b14721942dad148921da38e83b729,2026-05,shoplifting,50.83068,-0.147206,On or near Supermarket,Investigation complete; no suspect identified,False,other
0dd1bb18044341e612c2d71c311051077f1e63ae1da7805daaf35e71038ca764,2026-05,shoplifting,50.83068,-0.147206,On or near Supermarket,Investigation complete; no suspect identified,False,other
2f702661fb7cb9e9993b9cb7e9f4fad4189f905cb3afb23a06076567977c906b,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Under investigation,False,other
476357a2b11e0ec6c4685f4f39c165200e5699959f692d8177cfe7e3e5fc43f0,2026-05,shoplifting,50.816676,-0.107883,On or near Supermarket,Investigation complete; no suspect identified,False,other
ceea0641a0dd63d26667ff342e1a2c0b607fe201a092172365b4796ac3969040,2026-05,shoplifting,50.82154,-0.123971,On or near Freshfield Way,Investigation complete; no suspect identified,False,kemptown
54139a030aae218e05d56e56a05f6661b01e28a8879725bdb13d597b84765881,2026-05,shoplifting,50.816676,-0.107883,On or near Supermarket,Investigation complete; no suspect identified,False,other
cbf2b4e54aa388392d4c4da8261971cb3224787985e3e328c1af6a3137d7037d,2026-05,shoplifting,50.829736,-0.173458,On or near George Street,Investigation complete; no suspect identified,False,hove
9ef9a95d6b7897b05560172ea6377a12ebe9d3c20b2c4f0812971173ecca0662,2026-05,shoplifting,50.823391,-0.144087,On or near Farm Yard,Investigation complete; no suspect identified,False,the_lanes
9a9499d509a9af573da47fb2460074bc391742c1c47ba2e2cdfed757c89ac49b,2026-05,shoplifting,50.837914,-0.181149,On or near St Joseph's Close,Investigation complete; no suspect identified,False,hove
95a7abcd924f26f2b79a43c44025f9d5a47cb43e9b4dbe0e1afd670a621454f7,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
a1aa1a45b2e170e5814f8360e93404a706c87d52f7c3a996396c7c1920dafc1c,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
e0858cce8092a7ca7af432ff6d49fed52bd7ad62dd3cd55a463af6dc3d674342,2026-05,shoplifting,50.823147,-0.145701,On or near Shopping Area,Investigation complete; no suspect identified,False,the_lanes
9d2dcc11b492d656177c5f267e74d2d4c9a08d756de8291acbb06fd075e603af,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
aa1da4b5934db4e73a22ec1f297eb48ce94503e4b8c0983ffba60228dbda3452,2026-05,shoplifting,50.820698,-0.139338,On or near East Street,Unable to prosecute suspect,False,the_lanes
9c20360306d644b8af1ebd1f23c04e34faf9cc655d77107374ef72e52597617d,2026-05,shoplifting,50.8313,-0.136418,On or near Marshalls Row,Under investigation,False,other
0fa73312966e734e954e3bfad7780af51533b0dbdbcb2237dcd008aa01d90ff0,2026-05,shoplifting,50.824393,-0.146575,On or near Regent Hill,Investigation complete; no suspect identified,False,other
ca858c42de6e9239b358c318f8eecdea61b8d118303e27d6fbd943f97aff3d2b,2026-05,shoplifting,50.820709,-0.132154,On or near Supermarket,Investigation complete; no suspect identified,False,kemptown
781f928eb89d5ef8d41ccfd1a66fcd7a4bb82a1361804aba126545f900920f0a,2026-05,shoplifting,50.834779,-0.126821,On or near Supermarket,Investigation complete; no suspect identified,False,other
b1970b52af70fadde795c2e5f05336c81dd3d63ec8abd36563cffc535b3fcb77,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
09bcf63ce2569200cafa41c262c2503c1b928d7c185316e2af7240000faac0ca,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
25aefda94db302a11650d209f7ca584807fff4d366f18c121855b8484e195237,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
229b19ecfb8f8f6d4fab9baf9631e7cda9d1337133a7e792e50860f702ab5c68,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Under investigation,False,other
7c801414f6efc04e8da4e0111d89f1825e439b99e1268e578c085975bee3029e,2026-05,shoplifting,50.830519,-0.138195,On or near Supermarket,Under investigation,False,other
6520337c860ccabb66667b77d5460e11ae7470817478c0feca37fae8e6452353,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
9b93fb9b832f536e132bcef35b88037d87a07d7d8e07f79106bfa8e2096eaf71,2026-05,shoplifting,50.822687,-0.145634,On or near Parking Area,Investigation complete; no suspect identified,False,the_lanes
6c5a75a82db2dc02df04f154a495e37b05950d5fb1a84ff520fdd7987d2d19e7,2026-05,shoplifting,50.820708,-0.133191,On or near Cavendish Street,Investigation complete; no suspect identified,False,kemptown
31406308ee32688fc5f1a059b934100631d956f83a2da7f973294e06cbef4944,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
3d6b73f61b60d73c74acc657c819fedffcf47749e9df18af9fd8d1b091c0ecd8,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
aa30fb070bc27c8d8d3b715bd3924df76568754dba96d67883fe26cb5827968d,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
aea0a30cd137a302157d72a659f84f201a293001bf939f713803953b7ef78761,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
7bf35eb308b06b69e926f3a5e4234ad1102067a23ba8c34830926b47e3b110a4,2026-05,shoplifting,50.837463,-0.12481,On or near Petrol Station,Investigation complete; no suspect identified,False,other
fbf931645e8c57317d8176475b4c8e9b2a79d222ea1f48c8f06920b2d6cc67b8,2026-05,shoplifting,50.833044,-0.181395,On or near Supermarket,Investigation complete; no suspect identified,False,hove
8f8dc24b2657bdd6e61eaa24329e22eb5d60ee4c66d7f4bbcf545e6397f6057d,2026-05,shoplifting,50.822411,-0.142422,On or near Shopping Area,Investigation complete; no suspect identified,False,the_lanes
5c0ccb996a46f15bed7f2b61c6fcbe79bc680ffb870e563c11fc2ccec6f0ddbc,2026-05,shoplifting,50.826549,-0.141378,On or near Frederick Street,Investigation complete; no suspect identified,False,north_laine
8932b789e845a572e1cfce80b6804c28aea7f2afae67113c9f00ac3c4911ba52,2026-05,shoplifting,50.832267,-0.113757,On or near May Road,Local resolution,False,other
91440e3a1b1e1eb1c6a19df406614b480cdf96df9d398d00b74a59c2eec35e10,2026-05,shoplifting,50.828866,-0.176148,On or near Supermarket,Investigation complete; no suspect identified,False,hove
0329ada93495fd2824a9434872d3d06f683e135adf9f70effcb8d5f2d181ee9e,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
78d71c1c9fc1f8f0dafaf3c48a7e1e7fb4f1887b9b85ddfee0731c342d88d7dd,2026-05,shoplifting,50.82113,-0.135431,On or near Supermarket,Investigation complete; no suspect identified,False,kemptown
bef5fad66d01816fdde2f74bd9a2908894b151ca369f1a882e36e8240ebeac49,2026-05,shoplifting,50.82535,-0.177675,On or near St Aubyns South,Awaiting court outcome,False,seafront
6c65d195c37a1b7c03e0560d13a2e4b23488d2d1218d8de60739423950e526de,2026-05,shoplifting,50.824103,-0.148134,On or near B2066,Investigation complete; no suspect identified,False,other
0ad044479a64e8b7f03e6a1499c938bc02a6660a653637947632fb614adb2381,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
1f18b32418cd2013a465c8a07d1849d987827e62ea770dad2857d2eede239999,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
23d81d042ad38821057cf42a39e109bb9ce31ea5095e3615b654cca09fd514fa,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
d9d4da5dfd6c690372211ed468d7690230a93cb1b07b0b2e9b632451e53a1c54,2026-05,shoplifting,50.823118,-0.141074,On or near North Street,Investigation complete; no suspect identified,False,the_lanes
