district,month,n,net_sentiment,mean_score,ci95,share_pos,share_neg,reliable,net_sentiment_rolling,zscore,is_anomaly
the_lanes,2023-07,57,0.05263157894736842,0.09640511504390784,0.25171402095455575,0.3508771929824561,0.2982456140350877,True,0.27855825896139447,-0.22561592969595692,False
the_lanes,2023-08,66,0.3787878787878788,0.36039108308878814,0.22199450505643847,0.5757575757575758,0.19696969696969696,True,0.15257841573631048,1.411938289011528,False
the_lanes,2023-09,38,0.02631578947368421,0.0037425536858408073,0.3106887853518865,0.34210526315789475,0.3157894736842105,True,0.08565184003780495,-0.3577413312053628,False
the_lanes,2023-10,27,-0.14814814814814814,-0.03501036211296364,0.37310634366886253,0.25925925925925924,0.4074074074074074,True,-0.06442031003434512,-1.2336838078788313,False
the_lanes,2023-11,28,-0.07142857142857142,0.11403082524027143,0.36377741854861073,0.25,0.32142857142857145,True,0.03791887125220458,-0.8484928225260131,False
the_lanes,2023-12,27,0.3333333333333333,0.40941764690257887,0.3459684078238076,0.48148148148148145,0.14814814814814814,True,0.052818828680897635,1.1837216864043723,False
the_lanes,2024-01,29,-0.10344827586206896,-0.17123750366013626,0.36292574594271415,0.3448275862068966,0.4482758620689655,True,0.034961685823754786,-1.009256242096571,False
the_lanes,2024-02,24,-0.125,-0.06366892158985138,0.39701415847444044,0.2916666666666667,0.4166666666666667,True,-0.08567323481116584,-1.1174623898844465,False
the_lanes,2024-03,35,-0.02857142857142857,-0.14664456674030849,0.3144949909879466,0.2571428571428571,0.2857142857142857,True,-0.02416344916344916,-0.6333171686392665,False
the_lanes,2024-04,37,0.08108108108108109,0.08316850178950541,0.3146517909679708,0.2972972972972973,0.21621621621621623,True,0.1568971568971569,-0.08277765779389651,False
the_lanes,2024-05,55,0.41818181818181815,0.41062581647526136,0.23450425016377957,0.5454545454545454,0.12727272727272726,True,0.1586690284364703,1.6097260112710623,True
the_lanes,2024-06,43,-0.023255813953488372,0.11552480348320894,0.2926539060662184,0.27906976744186046,0.3023255813953488,True,0.194443933776593,-0.606628715444011,False
the_lanes,2024-07,69,0.18840579710144928,0.07999507240627123,0.2285481329710716,0.391304347826087,0.2028985507246377,True,0.15341065012035857,0.4560745476569197,False
the_lanes,2024-08,61,0.29508196721311475,0.22160883711986853,0.24155154128459522,0.45901639344262296,0.16393442622950818,True,0.21671814366041023,0.99167055634152,False
the_lanes,2024-09,42,0.16666666666666666,0.09626794712884086,0.29565344731051085,0.42857142857142855,0.2619047619047619,True,0.1861742758093895,0.34692747684480174,False
the_lanes,2024-10,31,0.0967741935483871,0.06617901402135049,0.3386552073068093,0.3870967741935484,0.2903225806451613,True,0.04859793379717478,-0.003986223938243881,False
the_lanes,2024-11,17,-0.11764705882352941,0.048241408432231264,0.48136817462202336,0.17647058823529413,0.29411764705882354,False,0.04242509429100194,-1.08054499828623,False
the_lanes,2024-12,27,0.14814814814814814,0.1615125713524995,0.36850488862118796,0.4074074074074074,0.25925925925925924,True,-0.07625272331154684,0.25395034244929393,False
the_lanes,2025-01,27,-0.25925925925925924,-0.18180066567880135,0.3663362591214093,0.18518518518518517,0.4444444444444444,True,0.0021786492374727684,-1.7915466142518783,True
the_lanes,2025-02,17,0.11764705882352941,-0.17226518602932198,0.4802753823314488,0.4117647058823529,0.29411764705882354,False,-0.015954066811909945,0.10081153285669284,False
the_lanes,2025-03,32,0.09375,0.29261268116533756,0.32856855636830806,0.34375,0.25,True,0.09066770647653,-0.019169989837510268,False
the_lanes,2025-04,33,0.06060606060606061,-0.0179350141322974,0.3334181580239136,0.36363636363636365,0.30303030303030304,True,0.1972853535353535,-0.1855779292385612,False
the_lanes,2025-05,48,0.4375,0.44098347922166187,0.24656186895144994,0.5625,0.125,True,0.2173174048174048,1.7067180673791038,True
the_lanes,2025-06,52,0.15384615384615385,0.17164489741508776,0.2576764424478014,0.36538461538461536,0.21153846153846154,True,0.29967948717948717,0.28255869149406565,False
the_lanes,2025-07,65,0.3076923076923077,0.37488783047749447,0.22084752872255461,0.49230769230769234,0.18461538461538463,True,0.20233100233100232,1.0549841157028998,False
the_lanes,2025-08,55,0.14545454545454545,0.14290430545806884,0.25521003347065974,0.36363636363636365,0.21818181818181817,True,0.1852369852369852,0.24042639562812917,False
the_lanes,2025-09,39,0.10256410256410256,0.06578199068705241,0.30957741825390245,0.3333333333333333,0.23076923076923078,True,0.1567469567469567,0.025083550091120843,False
the_lanes,2025-10,45,0.2222222222222222,0.22245650556352403,0.2791547813379271,0.4222222222222222,0.2,True,0.07651607651607649,0.6258588800313252,False
the_lanes,2025-11,21,-0.09523809523809523,-0.04597492728914532,0.43516831084090757,0.2857142857142857,0.38095238095238093,True,0.061375661375661354,-0.9680348524630946,False
the_lanes,2025-12,35,0.05714285714285714,-0.034751721790858676,0.3292554932059072,0.4,0.34285714285714286,True,-0.07680097680097682,-0.20296586086577306,False
the_lanes,2026-01,26,-0.19230769230769232,-0.09374178143648004,0.3834034470009371,0.3076923076923077,0.5,True,-0.09267399267399269,-1.4553985129758116,False
the_lanes,2026-02,7,-0.14285714285714285,-0.4369218008858817,0.7003210737944303,0.14285714285714285,0.2857142857142857,False,-0.1981413648080315,-1.2071189123372577,False
the_lanes,2026-03,27,-0.25925925925925924,-0.2396688593758477,0.36254010493575073,0.14814814814814814,0.4074074074074074,True,-0.12213403880070549,-1.7915466142518783,True
the_lanes,2026-04,28,0.03571428571428571,0.25956523631300243,0.34594933137826545,0.21428571428571427,0.17857142857142858,True,0.008818342151675465,-0.31055368780914644,False
the_lanes,2026-05,44,0.25,0.21925261345776645,0.28253326710507903,0.4772727272727273,0.22727272727272727,True,0.2210242587601078,0.765324581624587,False
the_lanes,2026-06,53,0.37735849056603776,0.3632216228629058,0.2458676296479642,0.5471698113207547,0.16981132075471697,True,0.32706821480406384,1.4047616662880327,False
the_lanes,2026-07,65,0.35384615384615387,0.26070612027094914,0.229647345666485,0.5076923076923077,0.15384615384615385,True,0.3514271891630382,1.2867117429655501,False
the_lanes,2026-08,65,0.3230769230769231,0.2205826053252587,0.233503126523335,0.5076923076923077,0.18461538461538463,True,0.3384615384615384,1.1322266581237834,False
