text_id,source,created_utc,text,district,place_id,place_name,lat,lon,category,sentiment_label,sentiment_score,topic
demo_003447,demo,2023-04-17 00:53:00+00:00,"Been going for years and Kingsway Hotel felt soulless and corporate, could be anywhere in the country. On top of that, grey, wet and freezing on the Seafront, place feels abandoned in winter.",seafront,way/936946162,Kingsway Hotel,50.8256349,-0.1779897,accommodation,neg,-0.9992996454238892,unknown
demo_001525,demo,2023-04-17 06:14:00+00:00,"Hove is much like it always was, familiar in a comfortable way.",hove,node/10743732633,YMCA,50.8311422,-0.1742524,shopping,pos,0.9997357726097108,unknown
demo_005425,demo,2023-04-17 07:18:00+00:00,"To be fair, love the atmosphere in Hove, it has a character you don't get anywhere else.",hove,node/13831971640,Rustico Neapolitan,50.8337644,-0.1899499,food,neu,0.9892597198486328,atmosphere
demo_000427,demo,2023-04-17 07:30:00+00:00,"Went last weekend and Hove was busy, about what you'd expect for the time of year. On top of that, prices at The Connaught are about what you'd expect for Hove these days.",hove,node/1340738392,The Connaught,50.828321,-0.1791411,nightlife,neu,-0.8953405022621155,crowds
demo_007316,demo,2023-04-17 13:09:00+00:00,"Honestly, genuinely lovely service at Unithai, they went out of their way to help.",hove,node/6518471669,Unithai,50.8270121,-0.1661098,food,pos,0.999171495437622,service
demo_006875,demo,2023-04-17 19:03:00+00:00,"Popped in on the way home, gorgeous day on the Seafront, sea was calm and the light was perfect and Seafront looked properly clean this week, someone's clearly been on it.",seafront,node/1527601364,Palm Court Restaurant,50.8165569,-0.1368677,food,pos,0.9996976852416992,cleanliness
demo_001358,demo,2023-04-17 20:54:00+00:00,"Kemptown is about as clean as any city centre, which isn't saying much. On top of that, went out in Kemptown, decent enough night, nothing special.",kemptown,node/11886089197,The Old Palace,50.8202945,-0.1343316,accommodation,neu,-0.9844635725021362,cleanliness
demo_008142,demo,2023-04-18 06:11:00+00:00,"Bit of a mixed one: surprisingly good value at Chippy Chips considering how central Seafront is. Downside is Chippy Chips felt soulless and corporate, could be anywhere in the country.",seafront,node/1508716067,Chippy Chips,50.825109,-0.176464,food,neu,0.9942212104797364,price
demo_005614,demo,2023-04-18 08:17:00+00:00,"Been going for years and North Laine is about as clean as any city centre, which isn't saying much and did a bit of shopping around ease, usual mix of stuff.",north_laine,node/9831089004,ease,50.8268615,-0.1386159,cafe,neu,-0.9914343357086182,cleanliness
demo_003687,demo,2023-04-18 12:59:00+00:00,"Been going for years and prices at trampoline are reasonable for what you get, which is rare around here, but the food at trampoline was bland and lukewarm, sent half of it back.",the_lanes,way/139282150,trampoline,50.8191388,-0.1371564,culture,neg,-0.9994637370109558,food
demo_002601,demo,2023-04-18 15:02:00+00:00,"Bit of a mixed one: waited forty minutes at Prince Albert before anyone even took our order and music from Prince Albert rattles my windows, complained twice and nothing changed.",north_laine,node/306592092,Prince Albert,50.8284867,-0.1406336,nightlife,neg,-0.9975770115852356,noise
demo_000538,demo,2023-04-18 16:41:00+00:00,"Bit of a mixed one: paid a lot at Sainsbury's Local for a tiny portion that tasted of nothing. Also, the atmosphere in The Lanes has really gone downhill in the last couple of years.",the_lanes,node/2446553570,Sainsbury's Local,50.8235432,-0.1425468,shopping,neg,-0.99973326921463,food
demo_003004,demo,2023-04-18 19:46:00+00:00,"Went last weekend and the food at Costa was genuinely excellent, easily the best meal I've had this month. That said, got a ticket outside Costa within ten minutes, absolute joke.",hove,node/3801823494,Costa,50.8286203,-0.1765277,cafe,pos,0.9996424913406372,food
demo_004380,demo,2023-04-18 23:53:00+00:00,"Popped in on the way home, actually found parking near Oeuf without circling for an hour, small miracle although Oeuf felt soulless and corporate, could be anywhere in the country.",hove,way/1379258825,Oeuf,50.8258477,-0.1709225,food,neu,0.9551311135292052,parking
demo_004495,demo,2023-04-19 03:25:00+00:00,"Seafront has lost its character, all the interesting places have closed. Downside is busy but manageable in Seafront, nice to see the place alive again.",seafront,node/11148878872,i360 Café,50.8213812,-0.1504654,cafe,pos,0.9980430603027344,crowds
demo_003791,demo,2023-04-19 05:47:00+00:00,"Staff at Seagulls Fish & Chips were friendly and attentive without hovering and there's a proper community feel around Seagulls Fish & Chips, everyone knows each other.",hove,node/13640836058,Seagulls Fish & Chips,50.8351583,-0.1769744,food,pos,0.9993823766708374,service
demo_005293,demo,2023-04-19 06:07:00+00:00,"Went last weekend and cheap and cheerful in Hove, you can still eat well without spending a fortune.",hove,node/2450391286,Caffè Nero,50.8299451,-0.1734799,cafe,neu,0.9834982752799988,price
demo_000628,demo,2023-04-19 11:06:00+00:00,"Went last weekend and surprisingly quiet corner of North Laine, you can actually have a conversation. On top of that, cheap and cheerful in North Laine, you can still eat well without spending a fortune.",north_laine,node/6605640565,Tidy Street General Store,50.8269752,-0.1385349,shopping,pos,0.998531937599182,price
demo_003246,demo,2023-04-19 12:02:00+00:00,"Quick update for anyone asking: standard menu at coffeetzar, does the job if you're hungry. did a bit of shopping around coffeetzar, usual mix of stuff.",north_laine,node/4730599626,coffeetzar,50.8281308,-0.1368904,cafe,neu,-0.9690003395080566,food
demo_003118,demo,2023-04-19 21:00:00+00:00,Been going for years and waited forty minutes at Hove Museum before anyone even took our order.,hove,way/237087421,Hove Museum,50.8297057,-0.1811783,culture,neg,-0.999089241027832,unknown
demo_007168,demo,2023-04-19 23:11:00+00:00,"Honestly, wandered around North Laine for hours, the independent shops and street art make it, but the staff at Prince Albert were rude and clearly couldn't be bothered.",north_laine,node/306592092,Prince Albert,50.8284867,-0.1406336,nightlife,neu,0.9903417825698853,service
demo_006532,demo,2023-04-19 23:16:00+00:00,"Not sure if it's just me but litter everywhere near five, nobody seems to collect it, but surprisingly quiet corner of Kemptown, you can actually have a conversation.",kemptown,way/137682042,five,50.8198144,-0.1321374,accommodation,neu,0.9933075308799744,noise
demo_004439,demo,2023-04-20 03:07:00+00:00,"Actually found parking near The Wick Inn without circling for an hour, small miracle.",hove,node/2483367258,The Wick Inn,50.826119,-0.1617703,nightlife,neu,0.9789941310882568,parking
demo_006522,demo,2023-04-20 03:12:00+00:00,"To be fair, The Lanes was busy, about what you'd expect for the time of year.",the_lanes,node/13157129457,Roti King,50.8221319,-0.1415035,food,neu,-0.8476822972297668,crowds
demo_007432,demo,2023-04-20 06:43:00+00:00,"Actually found parking near Watchmaker's Arms without circling for an hour, small miracle although service at Watchmaker's Arms was chaotic, drinks arrived after we'd finished eating.",hove,node/13638555074,Watchmaker's Arms,50.8342877,-0.1714489,nightlife,neu,0.9221916198730468,service
demo_005629,demo,2023-04-20 09:16:00+00:00,"Popped in on the way home, Seafront was absolutely rammed, couldn't move for tourists.",seafront,way/139324648,Twist,50.8149262,-0.1369011,culture,neg,-0.9971430897712708,crowds
demo_003050,demo,2023-04-20 10:14:00+00:00,"Went last weekend and staff at Old Crow were friendly and attentive without hovering. Downside is far too crowded in Hove, lost all the charm it has midweek.",hove,node/13158376864,Old Crow,50.833283,-0.1860855,nightlife,neg,-0.999692678451538,service
demo_002464,demo,2023-04-20 15:47:00+00:00,"Went last weekend and brilliant night out in Kemptown, Marie Curie was exactly what we needed.",kemptown,node/8687992108,Marie Curie,50.8187796,-0.1225646,shopping,pos,0.999797523021698,nightlife
demo_003161,demo,2023-04-20 23:34:00+00:00,"Been going for years and parked in the multi storey for Hove, expensive but at least it exists. went to Seagulls Fish & Chips for lunch, food was fine, nothing remarkable either way.",hove,node/13640836058,Seagulls Fish & Chips,50.8351583,-0.1769744,food,neu,0.9709285497665404,food
demo_006914,demo,2023-04-21 06:07:00+00:00,"Waited forty minutes at Truffle World before anyone even took our order although really solid menu at Truffle World, everything came out fresh and well seasoned.",the_lanes,node/11087459140,Truffle World,50.8225595,-0.1406311,food,pos,0.999670386314392,food
demo_001837,demo,2023-04-21 19:35:00+00:00,"Did a bit of shopping around Baby Bao At The Pond, usual mix of stuff.",north_laine,node/6513895928,Baby Bao At The Pond,50.8271304,-0.140844,food,neu,0.9318495988845824,unknown
demo_006023,demo,2023-04-21 20:11:00+00:00,"Always felt perfectly safe walking home through Kemptown at night and brilliant night out in Kemptown, Envy was exactly what we needed.",kemptown,node/5389814339,Envy,50.8200223,-0.1355884,nightlife,pos,0.9994649291038512,safety
demo_001071,demo,2023-04-21 20:21:00+00:00,"Quick update for anyone asking: Love fit cafe manages to be lively without being deafening, which I appreciate although North Laine has lost its character, all the interesting places have closed.",north_laine,node/6514817386,Love fit cafe,50.8262704,-0.1419715,cafe,pos,0.9975300431251526,unknown
demo_007898,demo,2023-04-22 05:57:00+00:00,Not sure if it's just me but first proper warm weekend and Seafront was glorious.,seafront,way/936946174,The Sussex,50.8254503,-0.1762254,nightlife,pos,0.9998300075531006,unknown
demo_004847,demo,2023-04-22 07:00:00+00:00,"Popped in on the way home, the independent shops in North Laine are why I still love this city. On top of that, North Laine was buzzing today in the best way, great energy everywhere.",north_laine,node/11910010473,J&J Mini Market,50.828211,-0.136877,shopping,pos,0.9998378753662108,atmosphere
demo_005144,demo,2023-04-22 07:53:00+00:00,"Popped in on the way home, North Laine gets noisy at weekends, quiet enough midweek. North Laine is much like it always was, familiar in a comfortable way.",north_laine,node/6238045368,Trawlerman Fish & Chips,50.8269488,-0.1383418,food,pos,0.99899560213089,noise
demo_006524,demo,2023-04-22 08:30:00+00:00,First time visiting and the atmosphere in The Lanes has really gone downhill in the last couple of years.,the_lanes,node/4577032982,Profile,50.8223605,-0.1415112,shopping,neg,-0.9983478784561156,atmosphere
demo_000643,demo,2023-04-22 08:53:00+00:00,Prices at Clementine & Co. are about what you'd expect for The Lanes these days.,the_lanes,node/6432683138,Clementine & Co.,50.8228027,-0.1431951,nightlife,neu,0.7792449593544006,unknown
demo_002552,demo,2023-04-22 11:15:00+00:00,"Did a bit of shopping around Mr Wang Hot Pot, usual mix of stuff.",north_laine,node/9687661016,Mr Wang Hot Pot,50.8277638,-0.1417869,food,neu,-0.84353107213974,unknown
demo_003320,demo,2023-04-22 11:34:00+00:00,"Prices at Chip Basket are reasonable for what you get, which is rare around here.",hove,node/13157789286,Chip Basket,50.8330331,-0.1818607,food,neu,0.976073145866394,unknown
demo_005454,demo,2023-04-22 20:06:00+00:00,"Not sure if it's just me but another independent shop in North Laine has closed, rents are killing them.",north_laine,node/4319037890,Gallery40,50.8270417,-0.1398489,culture,neg,-0.9997745156288148,unknown
demo_006496,demo,2023-04-22 23:06:00+00:00,"Found some great vintage bits around Earl's Sandwiches, could browse there all day.",north_laine,node/6203842007,Earl's Sandwiches,50.8243552,-0.1402234,food,pos,0.9965290427207948,unknown
demo_000808,demo,2023-04-23 01:12:00+00:00,"Bit of a mixed one: paid a lot at I have great desire, My desire is great for a tiny portion that tasted of nothing.",kemptown,node/13082852616,"I have great desire, My desire is great",50.8189934,-0.1308759,culture,neu,-0.9812771677970886,food
demo_002717,demo,2023-04-23 02:55:00+00:00,"To be fair, North Laine gets noisy at weekends, quiet enough midweek. did a bit of shopping around Dukes at the Komedia Picturehouse, usual mix of stuff.",north_laine,node/6511570907,Dukes at the Komedia Picturehouse,50.824968,-0.1393821,culture,neu,-0.9830202460289,noise
demo_005114,demo,2023-04-23 06:37:00+00:00,"First time visiting and the bars around Theatre Royal are consistently good, proper friendly crowd. On top of that, genuinely lovely service at Theatre Royal, they went out of their way to help.",the_lanes,way/105454994,Theatre Royal,50.8234232,-0.1398564,culture,pos,0.9997639060020448,atmosphere
demo_006664,demo,2023-04-23 09:24:00+00:00,"Seafront is about as clean as any city centre, which isn't saying much. went to Chippy Chips for lunch, food was fine, nothing remarkable either way.",seafront,node/1508716067,Chippy Chips,50.825109,-0.176464,food,neu,-0.9906386137008668,food
demo_006764,demo,2023-04-23 14:04:00+00:00,"Quick update for anyone asking: typical changeable weather on the Seafront, four seasons in an afternoon and Seafront is about as clean as any city centre, which isn't saying much.",seafront,node/12578597269,Drift,50.8212136,-0.1505481,nightlife,neg,-0.9970525503158568,cleanliness
demo_008311,demo,2023-04-23 21:00:00+00:00,The staff at Buddies Plaice were rude and clearly couldn't be bothered.,the_lanes,node/4569143979,Buddies Plaice,50.8204896,-0.1432524,food,neu,0.98775452375412,service
demo_000375,demo,2023-04-23 21:23:00+00:00,"The Lanes was busy, about what you'd expect for the time of year. prices at Hotel du Vin are about what you'd expect for The Lanes these days.",the_lanes,way/138262074,Hotel du Vin,50.8206396,-0.1423794,accommodation,neu,-0.9889985918998718,crowds
demo_008883,demo,2023-04-24 00:57:00+00:00,"Bit of a mixed one: cheap and cheerful in Seafront, you can still eat well without spending a fortune.",seafront,node/1527601347,Belgian Waffles,50.8159667,-0.1369447,food,neu,0.9836485385894777,price
demo_002017,demo,2023-04-24 03:50:00+00:00,"Quick update for anyone asking: The Lanes looked properly clean this week, someone's clearly been on it and there's a proper community feel around Coco's Bistro, everyone knows each other.",the_lanes,node/7020341196,Coco's Bistro,50.8215767,-0.1397528,food,neu,0.9926797151565552,cleanliness
demo_000974,demo,2023-04-24 06:23:00+00:00,"The food at Caffè Nero was bland and lukewarm, sent half of it back. That said, surprisingly good value at Caffè Nero considering how central The Lanes is.",the_lanes,node/1115993979,Caffè Nero,50.8214484,-0.1409499,cafe,neu,-0.8655702471733093,food
demo_005979,demo,2023-04-24 08:07:00+00:00,"Honestly, love the atmosphere in North Laine, it has a character you don't get anywhere else.",north_laine,node/2450402480,Superdry,50.82387,-0.143764,shopping,pos,0.995492935180664,atmosphere
demo_001588,demo,2023-04-24 10:32:00+00:00,"Went last weekend and Hove has lost its character, all the interesting places have closed. Also, got a ticket outside Etch. By Steven Edwards within ten minutes, absolute joke.",hove,node/6515384474,Etch. By Steven Edwards,50.8286648,-0.1784871,food,neg,-0.9994449019432068,unknown
demo_006293,demo,2023-04-24 12:01:00+00:00,"Bit of a mixed one: the atmosphere in The Lanes has really gone downhill in the last couple of years and the prices at Regency Pool Club are getting ridiculous, complete rip off for what it is.",the_lanes,node/1529021533,Regency Pool Club,50.8220924,-0.1440294,outdoor,neg,-0.9996373653411864,price
demo_003399,demo,2023-04-24 15:27:00+00:00,The amount of rubbish left in Seafront after the weekend is disgraceful.,seafront,way/934674704,Fit State Training,50.8250012,-0.1758454,outdoor,neg,-0.9997255206108092,cleanliness
demo_000004,demo,2023-04-25 01:51:00+00:00,"Honestly, avoid Seafront at weekends unless you enjoy being shoved along the pavement. On top of that, wind on the Seafront was brutal today, could barely stand up.",seafront,node/1527704723,Glitter Ball,50.815119,-0.1367634,nightlife,neg,-0.9994179010391236,unknown
demo_003669,demo,2023-04-25 03:26:00+00:00,"First time visiting and parking in Kemptown is a nightmare, drove around for 45 minutes.",kemptown,node/2428520922,Chutney Indian Take-away,50.8213236,-0.1348041,food,neu,-0.9945197701454164,parking
demo_000260,demo,2023-04-25 05:33:00+00:00,"Actually found parking near TK Maxx without circling for an hour, small miracle.",hove,node/6408481326,TK Maxx,50.838231,-0.1733929,shopping,neu,0.9796234965324402,parking
demo_001871,demo,2023-04-25 06:21:00+00:00,The independent shops in North Laine are why I still love this city.,north_laine,node/882334386,The Foundry,50.8265013,-0.1400538,nightlife,pos,0.9997100234031676,unknown
demo_005613,demo,2023-04-25 08:09:00+00:00,"Been going for years and there's a proper community feel around Hove Pizza Plaice, everyone knows each other. That said, ordered the special at Hove Pizza Plaice and it arrived overcooked and dry.",hove,node/13158360265,Hove Pizza Plaice,50.8332226,-0.1855869,food,neg,-0.9961172342300416,unknown
demo_006517,demo,2023-04-25 12:05:00+00:00,Not sure if it's just me but waited forty minutes at The Flour Pot Bakery before anyone even took our order although staff at The Flour Pot Bakery were friendly and attentive without hovering.,hove,node/6436592413,The Flour Pot Bakery,50.833277,-0.1838146,cafe,neg,-0.9990617632865906,service
demo_003937,demo,2023-04-25 15:34:00+00:00,"Bit of a mixed one: had brunch at Smart Sea View Brighton hotel and the portions were generous and properly tasty although woken at 4am by seagulls again, the noise in Seafront is relentless.",seafront,node/1508670786,Smart Sea View Brighton hotel,50.8252598,-0.1750037,accommodation,neu,0.9756355285644532,food
demo_004094,demo,2023-04-25 19:13:00+00:00,"Popped in on the way home, went to The Station for lunch, food was fine, nothing remarkable either way and service at The Station was ok, a bit slow but they were clearly short staffed.",hove,node/12759059953,The Station,50.8357917,-0.1701478,shopping,neg,-0.9988327622413636,food
demo_008582,demo,2023-04-25 21:44:00+00:00,"Popped in on the way home, the atmosphere in Seafront has really gone downhill in the last couple of years.",seafront,node/12805012161,Brighton Beach Hut,50.8216108,-0.1529465,cafe,neg,-0.999093532562256,atmosphere
demo_003160,demo,2023-04-26 02:32:00+00:00,"First time visiting and Kemptown is about as clean as any city centre, which isn't saying much.",kemptown,node/8687992072,Open Bakery Kemptown,50.8186371,-0.1215252,cafe,neg,-0.9972625970840454,cleanliness
demo_000209,demo,2023-04-26 05:04:00+00:00,"The atmosphere in Seafront has really gone downhill in the last couple of years. Seafront has lost its character, all the interesting places have closed.",seafront,node/1508704070,Maka,50.8249942,-0.1764046,cafe,neg,-0.9997840523719788,atmosphere
demo_005252,demo,2023-04-26 06:47:00+00:00,"Been going for years and standard menu at Barnardo's, does the job if you're hungry and prices at Barnardo's are about what you'd expect for Hove these days.",hove,node/6515367162,Barnardo's,50.828677,-0.1738189,shopping,neu,0.6571323871612549,food
demo_004299,demo,2023-04-26 15:22:00+00:00,Been going for years and staff at Scotties Cafe were friendly and attentive without hovering.,hove,node/13831971654,Scotties Cafe,50.8334685,-0.1874396,cafe,pos,0.9992673993110656,service
demo_005883,demo,2023-04-27 14:36:00+00:00,"Did a bit of shopping around J&J Mini Market, usual mix of stuff.",north_laine,node/11910010473,J&J Mini Market,50.828211,-0.136877,shopping,neu,0.8807333111763,unknown
demo_007039,demo,2023-04-27 14:53:00+00:00,Bit of a mixed one: prices at Chatime are about what you'd expect for North Laine these days.,north_laine,node/10804157584,Chatime,50.824036,-0.1431299,cafe,neu,-0.9870252013206482,unknown
demo_005691,demo,2023-04-27 15:35:00+00:00,"George Street Tap has such a warm, welcoming vibe, felt at home straight away, but bins overflowing all along the street in Hove again.",hove,node/6515367158,George Street Tap,50.8285725,-0.1738719,nightlife,neu,0.6653587818145752,atmosphere
demo_006343,demo,2023-04-27 19:34:00+00:00,"Not sure if it's just me but The Lanes looked properly clean this week, someone's clearly been on it.",the_lanes,way/1184809804,Zizzi,50.8210962,-0.1409866,food,neu,-0.9602976441383362,cleanliness
demo_005750,demo,2023-04-28 02:00:00+00:00,"Not sure if it's just me but the amount of rubbish left in Hove after the weekend is disgraceful. honestly the meal at Costa was forgettable, wouldn't order it again.",hove,node/6436592410,Costa,50.8333323,-0.1842395,cafe,neg,-0.999681830406189,food
demo_006022,demo,2023-04-28 04:51:00+00:00,"Not sure if it's just me but prices at Cup+Saucers are about what you'd expect for Seafront these days. went to Cup+Saucers for lunch, food was fine, nothing remarkable either way.",seafront,way/139322749,Cup+Saucers,50.8155864,-0.1372569,culture,neu,0.5742059350013733,food
demo_006663,demo,2023-04-28 07:10:00+00:00,"Popped in on the way home, Hove is much like it always was, familiar in a comfortable way.",hove,node/13157789292,StephieAnn,50.833084,-0.1823004,shopping,pos,0.9996808767318726,unknown
demo_008508,demo,2023-04-28 08:10:00+00:00,"The Lanes looked properly clean this week, someone's clearly been on it. Also, genuinely lovely service at Ohso Social, they went out of their way to help.",the_lanes,node/1124224397,Ohso Social,50.8191316,-0.1392938,nightlife,neu,0.9919705390930176,service
demo_005640,demo,2023-04-28 08:32:00+00:00,"Not sure if it's just me but the atmosphere in Seafront has really gone downhill in the last couple of years. Also, gave up on Drift, queue was out the door and down the street.",seafront,node/12578597269,Drift,50.8212136,-0.1505481,nightlife,neg,-0.999381184577942,atmosphere
demo_001322,demo,2023-04-28 10:48:00+00:00,"Seafront is fine during the day, I'd be more careful late at night.",seafront,node/1508704070,Maka,50.8249942,-0.1764046,cafe,pos,0.998017191886902,unknown
demo_003667,demo,2023-04-28 10:50:00+00:00,"Really solid menu at Buddies, everything came out fresh and well seasoned.",the_lanes,node/1116012477,Buddies,50.8204504,-0.1431493,food,pos,0.9998596906661988,food
demo_000014,demo,2023-04-28 15:32:00+00:00,"First time visiting and brilliant night out in Kemptown, The Funky Fish was exactly what we needed.",kemptown,node/1341082995,The Funky Fish,50.8198918,-0.133934,nightlife,pos,0.9997287392616272,nightlife
demo_002557,demo,2023-04-29 00:08:00+00:00,"Popped in on the way home, New Era felt soulless and corporate, could be anywhere in the country, but North Laine on a sunny afternoon is genuinely one of my favourite places to be.",north_laine,node/6509200426,New Era,50.8245109,-0.1432028,food,pos,0.9997106194496156,unknown
demo_008909,demo,2023-04-29 22:06:00+00:00,"Quick update for anyone asking: The Lanes was buzzing today in the best way, great energy everywhere.",the_lanes,node/12926383428,Youme Sushi,50.8222012,-0.1389221,food,pos,0.9996032118797302,atmosphere
demo_008746,demo,2023-04-30 07:08:00+00:00,Been going for years and had brunch at Market and the portions were generous and properly tasty.,hove,node/13171251058,Market,50.8257281,-0.1600628,food,pos,0.9998323917388916,food
demo_005465,demo,2023-04-30 12:15:00+00:00,"Bit of a mixed one: prices at Ramsbottom's Fish & Chips are about what you'd expect for Hove these days. Also, Hove was busy, about what you'd expect for the time of year.",hove,node/10743732631,Ramsbottom's Fish & Chips,50.8311981,-0.1745917,food,neu,-0.9948368072509766,crowds
demo_006019,demo,2023-04-30 14:19:00+00:00,"Kemptown is much like it always was, familiar in a comfortable way.",kemptown,node/2425781211,Kemp Thai,50.8178682,-0.1184508,food,pos,0.9998036026954652,unknown
demo_002267,demo,2023-04-30 15:40:00+00:00,"Honestly, went to Cafe Coho for lunch, food was fine, nothing remarkable either way. standard menu at Cafe Coho, does the job if you're hungry.",north_laine,node/6329563161,Cafe Coho,50.8281108,-0.1412115,cafe,neu,0.9542032480239868,food
demo_006888,demo,2023-04-30 16:56:00+00:00,"Another independent shop in North Laine has closed, rents are killing them. Downside is the food at Caxton Arms was genuinely excellent, easily the best meal I've had this month.",north_laine,node/622310944,Caxton Arms,50.826894,-0.1425581,nightlife,pos,0.9985861778259276,food
demo_008472,demo,2023-04-30 16:58:00+00:00,"Typical changeable weather on the Seafront, four seasons in an afternoon. Also, prices at FitLab are about what you'd expect for Seafront these days.",seafront,node/4947460768,FitLab,50.8252742,-0.1783793,outdoor,neu,-0.9821280241012572,unknown
demo_001514,demo,2023-04-30 21:30:00+00:00,"Been going for years and wandered around Seafront for hours, the independent shops and street art make it and there's a proper community feel around Flight of the Langoustine, everyone knows each other.",seafront,node/12640757559,Flight of the Langoustine,50.8237693,-0.1694794,culture,pos,0.9993211030960084,unknown
demo_002342,demo,2023-05-01 03:12:00+00:00,"June Cafe manages to be lively without being deafening, which I appreciate.",kemptown,way/137725387,June Cafe,50.8205417,-0.1326483,cafe,pos,0.9998121857643129,unknown
demo_001115,demo,2023-05-01 12:45:00+00:00,"First time visiting and service at Pelicano was chaotic, drinks arrived after we'd finished eating. Also, gave up on Pelicano, queue was out the door and down the street.",north_laine,way/138143357,Pelicano,50.8277957,-0.1375569,cafe,neu,-0.988006830215454,service
demo_002615,demo,2023-05-01 13:33:00+00:00,"Honestly, service at Barbara’s Bier Haus was ok, a bit slow but they were clearly short staffed.",the_lanes,node/1155446692,Barbara’s Bier Haus,50.820966,-0.1443807,nightlife,neg,-0.9971906542778016,service
demo_002933,demo,2023-05-02 00:27:00+00:00,"To be fair, The Lanes still has the best nightlife in the city, nothing comes close.",the_lanes,node/11929999051,BRUHA,50.8211871,-0.1393599,food,neu,0.9924666285514832,unknown
demo_008118,demo,2023-05-02 01:44:00+00:00,"Quick update for anyone asking: The Lanes was buzzing today in the best way, great energy everywhere, but gave up on Royal Pavilion Function Rooms, queue was out the door and down the street.",the_lanes,node/7038290023,Royal Pavilion Function Rooms,50.8227548,-0.1376096,food,neu,-0.9892759323120116,atmosphere
demo_005100,demo,2023-05-02 02:59:00+00:00,"Not sure if it's just me but The Lanes on a sunny afternoon is genuinely one of my favourite places to be. Also, actually found parking near P R News Ltd without circling for an hour, small miracle.",the_lanes,node/10903341676,P R News Ltd,50.8211737,-0.1361528,shopping,pos,0.9992071986198424,parking
demo_002825,demo,2023-05-02 05:22:00+00:00,"Been going for years and Kemptown is much like it always was, familiar in a comfortable way. On top of that, went out in Kemptown, decent enough night, nothing special.",kemptown,node/9795349396,FAB Guest House,50.8193015,-0.1278117,accommodation,neu,0.9929580688476562,unknown
demo_001127,demo,2023-05-02 08:17:00+00:00,"Popped in on the way home, Seafront was buzzing today in the best way, great energy everywhere. Also, watched the gulls over the Seafront for ages, they're part of the character.",seafront,node/1527601349,Donut Factory,50.8157504,-0.136975,food,pos,0.9997640252113342,atmosphere
demo_008025,demo,2023-05-02 08:19:00+00:00,"To be fair, service at YORI was ok, a bit slow but they were clearly short staffed. went out in The Lanes, decent enough night, nothing special.",the_lanes,node/1115993944,YORI,50.8210928,-0.1403495,food,neg,-0.9968228340148926,service
demo_001316,demo,2023-05-02 13:45:00+00:00,"Not sure if it's just me but Hand in Hand manages to be lively without being deafening, which I appreciate and love the atmosphere in Kemptown, it has a character you don't get anywhere else.",kemptown,node/1341080657,Hand in Hand,50.819413,-0.1272791,nightlife,pos,0.9997090697288512,atmosphere
demo_000656,demo,2023-05-02 17:52:00+00:00,"First time visiting and North Laine was busy, about what you'd expect for the time of year.",north_laine,node/6238045368,Trawlerman Fish & Chips,50.8269488,-0.1383418,food,neu,0.6058807969093323,crowds
demo_000195,demo,2023-05-02 18:45:00+00:00,"To be fair, service at Hove Newsagent was ok, a bit slow but they were clearly short staffed. On top of that, Hove was busy, about what you'd expect for the time of year.",hove,node/10967527335,Hove Newsagent,50.8281001,-0.1728645,shopping,neg,-0.9984933137893676,service
demo_001877,demo,2023-05-02 22:03:00+00:00,"Been going for years and Seafront looked properly clean this week, someone's clearly been on it. On top of that, watched the gulls over the Seafront for ages, they're part of the character.",seafront,node/1527601378,Victoria's,50.816335,-0.1369833,nightlife,neu,0.993656039237976,cleanliness
demo_001204,demo,2023-05-03 17:44:00+00:00,"Bins overflowing all along the street in Hove again. On top of that, the prices at Lemongrass are getting ridiculous, complete rip off for what it is.",hove,node/1343312061,Lemongrass,50.827273,-0.1659365,food,neg,-0.9995096921920776,price
demo_008481,demo,2023-05-03 20:47:00+00:00,"Quick update for anyone asking: love the atmosphere in Kemptown, it has a character you don't get anywhere else. Downside is can't sleep with the racket coming off the street in Kemptown.",kemptown,node/2425775415,Suriya's Thai Kitchen,50.8176651,-0.1182998,food,neu,0.9450132846832277,atmosphere
demo_003377,demo,2023-05-04 03:03:00+00:00,"The Juggler does the best coffee and pastries in Hove, no contest.",hove,node/3606237391,The Juggler,50.8279381,-0.170756,culture,neu,0.9940978288650512,unknown
demo_006372,demo,2023-05-04 05:22:00+00:00,Not sure if it's just me but Fringe is great but every venue in North Laine is packed out.,north_laine,node/13123799862,DANDY,50.8273041,-0.1376839,cafe,pos,0.999206006526947,crowds
demo_002313,demo,2023-05-04 12:57:00+00:00,"Honestly, VIP Very Italian Pizza does the best coffee and pastries in The Lanes, no contest. On top of that, staff at VIP Very Italian Pizza were friendly and attentive without hovering.",the_lanes,node/6236486862,VIP Very Italian Pizza,50.8208347,-0.1364048,food,pos,0.9990496039390564,service
demo_006358,demo,2023-05-04 20:49:00+00:00,"Been going for years and felt a bit dodgy walking through Seafront late, lots of drunk people about and bins overflowing all along the street in Seafront again.",seafront,node/1508670786,Smart Sea View Brighton hotel,50.8252598,-0.1750037,accommodation,neg,-0.9960007071495056,safety
demo_008499,demo,2023-05-04 21:01:00+00:00,"Not sure if it's just me but caught three shows around North Laine during Fringe, all of them worth it.",north_laine,node/10902896200,Across the Tracks,50.8268938,-0.1379844,shopping,pos,0.9996535778045654,unknown
