place_id,name,lat,lon,osm_tag,osm_type,category,cuisine,street,housenumber,website,opening_hours,district,n_texts,share_pos,share_neg,mean_score,net_sentiment,net_sentiment_shrunk,confidence
node/2711851689,Volks,50.8192996,-0.1327966,amenity,bar,nightlife,,Madeira Drive,3,https://www.volksclub.co.uk/,22:00 until 7:00,kemptown,8,0.5,0.125,0.48344239592552185,0.375,0.3003586531770248,0.6153846153846154
node/2901857584,Vega Express,50.8349207,-0.1769588,shop,convenience,shopping,,Sackville Road,139,,,hove,6,0.6666666666666666,0.0,0.600415845712026,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/2929963596,The Exchange,50.8333931,-0.1740382,amenity,bar,nightlife,,Goldstone Street,8,,12:00-24:00,hove,7,0.2857142857142857,0.5714285714285714,-0.14541270903178624,-0.2857142857142857,-0.0912781257248898,0.5833333333333334
node/2929977756,The Urchin,50.8303489,-0.1750629,amenity,pub,nightlife,,Belfast Street,15-17,https://www.urchinpub.co.uk/,,hove,5,0.6,0.2,0.5855732917785644,0.39999999999999997,0.2904662491301322,0.5
node/2929994082,The Foragers,50.8302164,-0.176242,amenity,pub,nightlife,,Stirling Place,3,,12:00-24:00,hove,4,0.5,0.0,0.5037020742893219,0.5,0.32274027681125805,0.4444444444444444
node/2949559933,Olive Grove,50.822241,-0.14037,amenity,restaurant,food,mediterranean,Meeting House Lane,13-18,https://www.olivegrove-brighton.co.uk/,,the_lanes,6,0.3333333333333333,0.16666666666666666,0.30066220959027606,0.16666666666666666,0.17315113557284748,0.5454545454545454
node/3060798935,Bella Union,50.82471,-0.141537,shop,music,shopping,,Church Street,25,,,north_laine,5,0.4,0.4,0.1964607596397399,0.0,0.09046624913013222,0.5
node/3076677583,H&M,50.8234539,-0.1456923,shop,clothes,shopping,,,,,,the_lanes,5,0.0,0.4,-0.21097884178161624,-0.4,-0.10953375086986776,0.5
node/3076677584,Charity Super.Mkt,50.8235351,-0.1462936,shop,clothes,shopping,,,,,,the_lanes,5,0.4,0.0,-0.03655328750610354,0.4,0.29046624913013225,0.5
node/3076677585,McDonald's,50.8229757,-0.1454397,amenity,fast_food,food,burger,,,https://www.mcdonalds.com/gb/en-gb/location/brighton/brighton---churchill-square/churchill-square-shopping-centre/8260888.html,Mo-We 08:30-18:00; Th-Sa 08:30-19:00; Su 11:00-17:00,the_lanes,4,0.75,0.25,0.50014528632164,0.5,0.32274027681125805,0.4444444444444444
node/3222933630,Smart Brighton Beach,50.8208989,-0.1443607,tourism,hostel,accommodation,,,,,,the_lanes,4,0.5,0.0,0.07599249482154849,0.5,0.32274027681125805,0.4444444444444444
node/3222933631,The Grapevine,50.820704,-0.143206,tourism,hostel,accommodation,,,,,,the_lanes,6,0.3333333333333333,0.0,0.5884064535299937,0.3333333333333333,0.2640602264819384,0.5454545454545454
node/3339577561,The Basketmakers Arms,50.8266054,-0.1368787,amenity,pub,nightlife,,Gloucester Road,12,https://www.basket-makers-brighton.co.uk/,,north_laine,4,0.5,0.0,0.41957826912403107,0.5,0.32274027681125805,0.4444444444444444
node/3374202326,Subway,50.8200504,-0.118136,amenity,fast_food,food,sandwich,Eastern Road,,https://restaurants.subway.com/united-kingdom/en/brighton/rsch-royal-sussex-county-hospital-eastern-road,,kemptown,10,0.2,0.4,-0.41560317277908326,-0.2,-0.07302250057991184,0.6666666666666666
node/3374202327,Costa,50.8200013,-0.1181816,amenity,cafe,cafe,coffee_shop,,,,,kemptown,3,0.6666666666666666,0.0,0.9944253961245219,0.6666666666666666,0.3630828114126653,0.375
node/3693306036,Ikigai Coffee,50.8264505,-0.1423045,amenity,cafe,cafe,cake,Queen's Road,37,,"Mo,We-Fr 08:30-17:00; Sa-Su 09:00-17:30; Tu off",north_laine,5,0.6,0.0,0.21177273988723755,0.6,0.3904662491301322,0.5
node/3693306039,Beijing House,50.8263508,-0.1423459,amenity,restaurant,food,chinese,Queen's Road,35,,,north_laine,3,0.6666666666666666,0.3333333333333333,0.3326821128527324,0.3333333333333333,0.2380828114126653,0.375
node/3801823494,Costa,50.8286203,-0.1765277,amenity,cafe,cafe,coffee_shop,Church Road,,,,hove,11,0.6363636363636364,0.09090909090909091,0.6525759913704612,0.5454545454545454,0.43154140570633265,0.6875
node/3932216834,sixty four degrees,50.8217016,-0.1409427,amenity,restaurant,food,,Meeting House Lane,53,https://64degrees.co.uk/,"12:00 - 15:00, 18:00 - 21:45",the_lanes,3,0.0,0.6666666666666666,-0.9944474697113037,-0.6666666666666666,-0.1369171885873347,0.375
node/3932216836,Gars,50.8212017,-0.1407979,amenity,restaurant,food,chinese,Prince Albert Street,19,,,the_lanes,4,0.25,0.25,0.49490123987197876,0.0,0.1005180545890358,0.4444444444444444
node/4068921086,Tiger Lounge,50.8333506,-0.186638,amenity,fast_food,food,chinese,Portland Road,182,https://take-a-way.co.uk/menu/2073/Tiger%20Lounge%20-%20Hove/,,hove,5,0.2,0.0,0.19678920507431036,0.2,0.19046624913013224,0.5
node/4069076099,Curry Mahal,50.8337738,-0.187788,amenity,restaurant,food,indian,Portland Road,169 - 173,https://take-a-way.co.uk/menu/2054/Curry%20Mahal%20-%20Hove/,,hove,4,0.25,0.25,0.004851713776588384,0.0,0.1005180545890358,0.4444444444444444
node/4080261877,Express Pizza And Chicken,50.8333263,-0.1862549,amenity,fast_food,food,pizza;burger;chicken,Portland Road,172,,,hove,5,0.6,0.2,0.2090356945991516,0.39999999999999997,0.2904662491301322,0.5
node/4080269156,Gourmet Grill,50.8327055,-0.1813565,amenity,fast_food,food,burger;kebab;pizza,Portland Road,84,,,hove,4,0.0,0.0,0.003311336040496826,0.0,0.1005180545890358,0.4444444444444444
node/4080274530,Rebecca's Kitchen,50.8337168,-0.1896178,amenity,restaurant,food,pizza;asian;grill,Portland Road,238,,,hove,4,0.5,0.0,0.5290009379386902,0.5,0.32274027681125805,0.4444444444444444
node/4080306704,Pit and Pal,50.8328083,-0.1821652,amenity,fast_food,food,,Portland Road,96,,,hove,4,0.5,0.25,0.4983958303928375,0.25,0.21162916570014692,0.4444444444444444
node/4167198066,Royal Pavilion Shop,50.8221627,-0.1381164,shop,gift,shopping,,Pavilion Buildings,,,,the_lanes,4,0.5,0.25,0.0028735399246214988,0.25,0.21162916570014692,0.4444444444444444
node/4224405291,The Royal Pavilion Rooms,50.8221101,-0.1381595,amenity,cafe,cafe,,Pavilion Buildings,5,https://www.thebotanistcoffee.co.uk/,,the_lanes,3,0.3333333333333333,0.3333333333333333,0.33254071076711017,0.0,0.11308281141266528,0.375
node/4319037890,Gallery40,50.8270417,-0.1398489,tourism,gallery,culture,,Gloucester Road,40,,,north_laine,6,0.3333333333333333,0.6666666666666666,-0.3324583768844605,-0.3333333333333333,-0.09957613715442525,0.5454545454545454
node/4349886489,Pavilion Tea Rooms,50.8226809,-0.137673,amenity,cafe,cafe,,Pavilion Buildings,,,Oct-Mar 10:30-16:30; Apr-Sep 10:00-17:00,the_lanes,8,0.5,0.0,0.4509888365864754,0.5,0.37728173010010174,0.6153846153846154
node/4437594540,The Record Album,50.8290983,-0.1417777,shop,music,shopping,,Terminus Road,8,https://www.therecordalbum.com/,,north_laine,9,0.5555555555555556,0.1111111111111111,0.1139515373441908,0.4444444444444445,0.3503330350929516,0.6428571428571429
node/4469765489,Real Greek Gyros,50.8208627,-0.1351985,amenity,restaurant,food,greek,St. James's Street,116-117,,,kemptown,4,0.25,0.5,-0.48624058067798615,-0.25,-0.010593056522075305,0.4444444444444444
node/4472358293,The Sussex Cricketer,50.8299249,-0.1648657,amenity,pub,nightlife,,Eaton Road,,https://thesussexcricketer.pub/,,hove,7,0.14285714285714285,0.42857142857142855,0.08611137526375907,-0.2857142857142857,-0.0912781257248898,0.5833333333333334
node/4472598590,Richard's Cafe,50.8279788,-0.1716805,amenity,cafe,cafe,,Church Road,113A,,,hove,5,0.4,0.2,0.19640241861343388,0.2,0.19046624913013224,0.5
node/4473441769,Reporter Menswear,50.821147,-0.1406831,shop,clothes,shopping,,Prince Albert Street,20,,,the_lanes,6,0.5,0.16666666666666666,0.36227452754974365,0.33333333333333337,0.2640602264819384,0.5454545454545454
node/4473441771,Shogun Ramen,50.8215423,-0.1413428,amenity,restaurant,food,japanese,Prince Albert Street,13,,,the_lanes,3,0.3333333333333333,0.0,0.34259180227915437,0.3333333333333333,0.2380828114126653,0.375
node/4473441772,Plateau,50.820986,-0.1398514,amenity,restaurant,food,international,Bartholomews,1,,,the_lanes,5,0.4,0.4,0.19699767827987674,0.0,0.09046624913013222,0.5
node/4473467187,Lucky Voice,50.8207405,-0.1413909,amenity,bar,nightlife,,Black Lion Street,8,,"Mo-Fr 16:00-02:00, Sa-Su 15:00-02:00",the_lanes,10,0.4,0.4,-0.0005145490169524925,0.0,0.06031083275342149,0.6666666666666666
node/4473726789,Chicks N Chips,50.8202608,-0.1391107,amenity,restaurant,food,chicken,East Street,15,,,the_lanes,5,0.0,0.4,-0.4906804323196411,-0.4,-0.10953375086986776,0.5
node/4496535296,Balinese House,50.8200912,-0.1389,amenity,restaurant,food,asian,Pool Valley,3-4,https://balinesehouse.com/,,the_lanes,3,0.3333333333333333,0.3333333333333333,0.32219092051188153,0.0,0.11308281141266528,0.375
node/4496535300,Barley Mow,50.818641,-0.1220246,amenity,pub,nightlife,,St. Georges Road,92,,,kemptown,3,0.0,0.3333333333333333,-0.19984694321950272,-0.3333333333333333,-0.011917188587334718,0.375
node/4569143976,Primal,50.8205617,-0.1440221,amenity,fast_food,food,,King's Road,56,,,the_lanes,7,0.2857142857142857,0.14285714285714285,0.14939521891730173,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/4569143977,S. V. News,50.8205396,-0.1438719,shop,convenience,shopping,,King's Road,54,,,the_lanes,3,0.3333333333333333,0.0,0.3333852291107178,0.3333333333333333,0.2380828114126653,0.375
node/4569143978,Burger King,50.8204202,-0.1429815,amenity,fast_food,food,burger,King's Road,,https://locations.burgerking.co.uk/brighton/43-45-kings-road,,the_lanes,9,0.4444444444444444,0.4444444444444444,-0.10720761617024742,0.0,0.06461874937866588,0.6428571428571429
node/4569143979,Buddies Plaice,50.8204896,-0.1432524,amenity,fast_food,food,fish_and_chips,King's Road,49-50,,,the_lanes,4,0.75,0.0,0.9963158071041107,0.75,0.43385138792236916,0.4444444444444444
node/4569163895,King Of Rock,50.8203608,-0.1426435,shop,gift,shopping,,King's Road,40,,,the_lanes,5,0.4,0.2,0.52310231924057,0.2,0.19046624913013224,0.5
node/4569163896,Kings Road Rock,50.8205515,-0.1439577,shop,gift,shopping,,King's Road,55,,,the_lanes,5,0.4,0.0,0.19200452566146847,0.4,0.29046624913013225,0.5
node/4570482909,Bagelman,50.823491,-0.1403467,amenity,fast_food,food,bagel,Bond Street,7,,,the_lanes,3,0.3333333333333333,0.3333333333333333,-0.330236295859019,0.0,0.11308281141266528,0.375
node/4570482910,Bond Street Coffee,50.8239852,-0.140126,amenity,cafe,cafe,coffee_shop;pastry;cake,Bond Street,15,https://bondstreet.coffee/,Mo-Fr 08:00-17:00; Sa 09:00-17:00; Su 10:00-17:00,north_laine,8,0.375,0.125,0.45638100057840353,0.25,0.2234355762539479,0.6153846153846154
node/4570482911,Lavender Room,50.824058,-0.1401267,shop,gift,shopping,,Bond Street,16,https://www.lavender-room.co.uk/,,north_laine,4,0.5,0.0,0.041865378618240356,0.5,0.32274027681125805,0.4444444444444444
node/4573023875,Fogo de Chão,50.821904,-0.1440442,amenity,restaurant,food,brazilian;steak_house,West Street,65,,,the_lanes,6,0.3333333333333333,0.3333333333333333,0.04803430040677392,0.0,0.08224204466375656,0.5454545454545454
node/4573023876,Cheeky Chicken,50.8223684,-0.1439248,amenity,fast_food,food,fried_chicken,West Street,60,,,the_lanes,5,0.6,0.0,0.5994236588478088,0.6,0.3904662491301322,0.5
node/4573065447,Tortilla,50.8231407,-0.1439598,amenity,fast_food,food,tex-mex,West Street,37,https://www.tortilla.co.uk/restaurants/brighton,,the_lanes,7,0.2857142857142857,0.2857142857142857,-0.08940895114626202,0.0,0.07538854094177685,0.5833333333333334
node/4573065448,Spinkles Gelato,50.8227822,-0.1441154,amenity,ice_cream,cafe,,West Street,33,,,the_lanes,4,0.25,0.5,-0.4894784390926361,-0.25,-0.010593056522075305,0.4444444444444444
node/4573065449,Subway,50.8221401,-0.1443622,amenity,fast_food,food,sandwich,West Street,20,https://restaurants.subway.com/united-kingdom/en/brighton/20-west-street,,the_lanes,9,0.6666666666666666,0.0,0.5731946428616842,0.6666666666666666,0.49319017795009445,0.6428571428571429
node/4573065450,Nuposto,50.8215063,-0.1446143,amenity,restaurant,food,pizza,West Street,12-14,,,the_lanes,4,0.75,0.25,0.49904952943325037,0.5,0.32274027681125805,0.4444444444444444
node/4574887836,Martin's Burger House,50.8201491,-0.1393687,amenity,restaurant,food,,East Street,8,https://martinsburgerhouse.com/,,the_lanes,5,1.0,0.0,0.9993289113044739,1.0,0.5904662491301322,0.5
node/4574887837,Barbour,50.8202284,-0.1393798,shop,clothes,shopping,,East Street,10,,,the_lanes,6,0.3333333333333333,0.5,9.779135386150939e-05,-0.16666666666666669,-0.00866704624533434,0.5454545454545454
node/4574887838,Terre A Terre,50.8201954,-0.1390968,amenity,restaurant,food,international,East Street,71,https://terreaterre.co.uk/,"Mo,Tu 17:00-20:30; We,Th 12:00-15:00,17:00-20:30; Sa 12:00-21:30; Fr 12:00-15:00,17:00-21:30; Su,PH 12:00-20:30",the_lanes,4,0.25,0.75,-0.49885921180248266,-0.5,-0.12170416763318641,0.4444444444444444
node/4574887839,Bharat's,50.8201428,-0.1390834,shop,convenience,shopping,,East Street,72-73,,,the_lanes,7,0.2857142857142857,0.14285714285714285,0.3722062962395804,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/4574887840,Dirty Blonde,50.8197675,-0.138956,amenity,bar,nightlife,,East Street,78,,,the_lanes,5,0.2,0.2,0.20595455169677734,0.0,0.09046624913013222,0.5
node/4574887841,Kindling,50.8203105,-0.139125,amenity,restaurant,food,,East Street,69,,,the_lanes,3,0.3333333333333333,0.0,0.3489132722218831,0.3333333333333333,0.2380828114126653,0.375
node/4574887843,Reiss,50.8204682,-0.1391585,shop,clothes,shopping,,East Street,67,,,the_lanes,5,0.4,0.4,0.1883222103118897,0.0,0.09046624913013222,0.5
node/4574887844,English's of Brighton,50.8211688,-0.1394764,amenity,restaurant,food,seafood,East Street,29-31,https://www.englishs.co.uk/,,the_lanes,5,0.2,0.2,-0.5630780935287475,0.0,0.09046624913013222,0.5
node/4574887846,Coast,50.8211764,-0.1393044,amenity,restaurant,food,grill,East Street,28,,,the_lanes,3,0.3333333333333333,0.6666666666666666,-0.33116487661997474,-0.3333333333333333,-0.011917188587334718,0.375
node/4574887848,Artbox Cafe,50.8200429,-0.1393607,amenity,ice_cream,cafe,,East Street,5 - 6,,,the_lanes,3,0.0,0.3333333333333333,-0.9473388989766439,-0.3333333333333333,-0.011917188587334718,0.375
node/4574887851,Wear London,50.8205885,-0.1391934,shop,clothes,shopping,,East Street,65,,,the_lanes,4,0.5,0.25,0.11578151583671564,0.25,0.21162916570014692,0.4444444444444444
node/4574887853,Dishoom Permit Room,50.8212238,-0.1395631,amenity,restaurant,food,indian,East Street,31a-32,,,the_lanes,5,0.0,0.6,-0.989119029045105,-0.6,-0.20953375086986775,0.5
node/4577032976,Lucy & Yak,50.8217752,-0.1416386,shop,clothes,shopping,,Ship Street,59,https://lucyandyak.com/,Mo-Sa 10:00-18:00; Su 11:00-17:00,the_lanes,3,0.3333333333333333,0.0,0.4148431420326233,0.3333333333333333,0.2380828114126653,0.375
node/4577032977,Goldsboro Books,50.8219083,-0.1417464,shop,books,shopping,,Ship Street,22b,https://www.goldsborobooks.com/,,the_lanes,6,0.6666666666666666,0.0,0.9791482090950012,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/4577032978,Fred Perry,50.8221322,-0.1417274,shop,clothes,shopping,,Dukes Lane,2,,"Mo-Sa 10:00-18:00, Sa 11:00-17:00",the_lanes,8,0.75,0.25,0.4997298866510391,0.5,0.37728173010010174,0.6153846153846154
node/4577032979,Namo,50.8220797,-0.141716,amenity,restaurant,food,thai,Ship Street,24,https://www.namoeat.co.uk/general-1,,the_lanes,4,0.0,0.75,-0.5057328939437866,-0.75,-0.23281527874429753,0.4444444444444444
node/4577032985,Flat Iron,50.8225209,-0.1419214,amenity,restaurant,food,steak_house,Ship Street,34,https://flatironsteak.co.uk/restaurant/brighton/,,the_lanes,9,0.2222222222222222,0.3333333333333333,-0.33714132838779026,-0.1111111111111111,-0.006809822049905553,0.6428571428571429
node/4577369222,Granny's Café,50.821669,-0.1417114,amenity,cafe,cafe,,Ship Street,59D,,Mo-Sa 08:00-17:30; Su off,the_lanes,8,0.125,0.625,-0.49825037270784384,-0.5,-0.23810288528451368,0.6153846153846154
node/4577369223,Taro,50.8216116,-0.1417199,amenity,restaurant,food,japanese,Ship Street,60,https://tarorestaurants.uk/locations/brighton/,,the_lanes,4,0.25,0.5,-0.48946179449558264,-0.25,-0.010593056522075305,0.4444444444444444
node/4577369224,Noori's,50.820547,-0.1421895,amenity,restaurant,food,indian,Ship Street,70-71,,,the_lanes,4,0.25,0.0,0.48734010756015783,0.25,0.21162916570014692,0.4444444444444444
node/4577369226,The Lanes Shop,50.8231196,-0.1415626,shop,gift,shopping,,North Street,38-39,,,the_lanes,4,0.5,0.25,0.49741680920124054,0.25,0.21162916570014692,0.4444444444444444
node/4577369228,covet,50.822962,-0.1417004,shop,clothes,shopping,,Ship Street,37,,,the_lanes,5,0.4,0.4,0.18433650732040407,0.0,0.09046624913013222,0.5
node/4577369229,Pizza Pilgrims,50.8228366,-0.1418311,amenity,restaurant,food,pizza,Ship Street,35,,,the_lanes,7,0.5714285714285714,0.2857142857142857,0.15840033973966322,0.2857142857142857,0.24205520760844354,0.5833333333333334
node/4577405062,Embers,50.8216662,-0.1404766,amenity,restaurant,food,,Meeting House Lane,42,https://embersbrighton.co.uk/,,the_lanes,4,0.5,0.25,0.005022227764129639,0.25,0.21162916570014692,0.4444444444444444
node/4577405063,Rybka,50.8216433,-0.1404082,amenity,restaurant,food,fish_and_chips,Meeting House Lane,41,https://www.rybka.fish/,"Th,Fr 12:00-21:00; Sa 12:00-22:00; Su 12:00-17:00",the_lanes,3,1.0,0.0,0.9996743599573771,1.0,0.4880828114126653,0.375
node/4577439455,The Black Horse,50.824066,-0.1386628,amenity,pub,nightlife,,Church Street,112,https://www.craftunionpubs.com/black-horse-brighton,,north_laine,5,0.4,0.0,0.22737914323806763,0.4,0.29046624913013225,0.5
node/4577439456,Salt Shed,50.8240744,-0.1387262,amenity,restaurant,food,meat,Church Street,111,https://www.salt-shed.co.uk/brighton,,north_laine,4,0.0,0.5,-0.8897780179977417,-0.5,-0.12170416763318641,0.4444444444444444
node/4728473190,Kenny’s Rock and Soul Cafe,50.8257794,-0.1389364,amenity,cafe,cafe,burger;breakfast;coffee_shop;english,Kensington Gardens,1A,,,north_laine,4,1.0,0.0,0.9985300898551941,1.0,0.5449624990334803,0.4444444444444444
node/4730393495,Subway,50.8233049,-0.1412364,amenity,fast_food,food,sandwich,North Street,146,https://restaurants.subway.com/united-kingdom/en/brighton/146-north-st,24/7,the_lanes,6,0.3333333333333333,0.16666666666666666,0.2714724044005076,0.16666666666666666,0.17315113557284748,0.5454545454545454
node/4730599626,coffeetzar,50.8281308,-0.1368904,amenity,cafe,cafe,cake;coffee_shop;tea,Trafalgar Street,97,,,north_laine,4,0.25,0.5,-0.49158743023872375,-0.25,-0.010593056522075305,0.4444444444444444
node/4791516253,Breakfast At Tiffany's,50.8255276,-0.1388467,amenity,cafe,cafe,breakfast,North Road,22,,,north_laine,5,0.4,0.0,0.5899997234344483,0.4,0.29046624913013225,0.5
node/4815148824,Seaside Kebab,50.8199685,-0.1398812,amenity,fast_food,food,kebab,Kings Road,12 - 14,,,the_lanes,4,0.0,0.5,-0.9745123833417892,-0.5,-0.12170416763318641,0.4444444444444444
node/4815148828,Quadrophenia Alley,50.8202969,-0.1393801,shop,clothes,shopping,,East Street,11,,,the_lanes,3,0.0,1.0,-0.9995005130767822,-1.0,-0.2619171885873347,0.375
node/4815200259,Sabai,50.8225154,-0.1389943,amenity,restaurant,food,,Prince's Place,165-169,https://www.sabaibrighton.co.uk/,,the_lanes,3,0.6666666666666666,0.0,0.9061040282249451,0.6666666666666666,0.3630828114126653,0.375
node/4866289391,Milk No Sugar,50.8285023,-0.1395616,amenity,cafe,cafe,noodles;vietnamese,Trafalgar Street,68,https://www.cafemilknosugar.com/,Mo-Sa 11:45-20:00; Su 11:45-18:00,north_laine,10,0.3,0.2,-0.3781700074672699,0.09999999999999998,0.12697749942008812,0.6666666666666666
node/4866289392,Caffe Aldo,50.8283602,-0.1386415,amenity,restaurant,food,,Trafalgar Street,77,,,north_laine,8,0.625,0.25,0.251682847738266,0.375,0.3003586531770248,0.6153846153846154
node/4866289394,All About Audrey,50.8281941,-0.1382935,shop,clothes,shopping,,Trafalgar Street,27,,,north_laine,8,0.625,0.25,0.2566795796155929,0.375,0.3003586531770248,0.6153846153846154
node/4866289395,Mange Tout,50.8282967,-0.138146,amenity,restaurant,food,,Trafalgar Street,81,https://www.mangetoutbrighton.co.uk,,north_laine,6,0.6666666666666666,0.0,0.6518430213133494,0.6666666666666666,0.4458784083001202,0.5454545454545454
node/4866289397,Kitchen Cafe,50.8281714,-0.1371557,amenity,cafe,cafe,breakfast,Trafalgar Street,93,,Mo-Fr 07:30-14:00; Sa 08:00-14:00; Su off,north_laine,9,0.4444444444444444,0.3333333333333333,0.11591743760638762,0.1111111111111111,0.1360473208072373,0.6428571428571429
node/4866289398,Meating Point,50.8282354,-0.1368774,amenity,cafe,cafe,,Pelham Street,1B,,,north_laine,7,0.2857142857142857,0.14285714285714285,0.11830243042537145,0.14285714285714285,0.1587218742751102,0.5833333333333334
node/4866289403,Cloud 9,50.8267935,-0.1385032,amenity,cafe,cafe,coffee_shop,Kensington Gardens,15A,,,north_laine,12,0.6666666666666666,0.08333333333333333,0.6559420526027679,0.5833333333333333,0.46498014654713654,0.7058823529411765
node/4866289404,Lucy & Yak,50.8266923,-0.1384354,shop,clothes,shopping,,Kensington Gardens,18,,Mo-Sa 10:00-18:00; Su 11:00-17:00,north_laine,5,0.6,0.0,0.6026049494743347,0.6,0.3904662491301322,0.5
node/4866289406,Resident Records,50.826258,-0.1386329,shop,music,shopping,,Kensington Gardens,27-28,https://www.resident-music.com/,,north_laine,4,0.0,0.25,-0.004564031958579989,-0.25,-0.010593056522075305,0.4444444444444444
node/4866289407,Trading Post Coffee Roasters,50.8257303,-0.1388276,amenity,cafe,cafe,coffee_shop,Kensington Gardens,40,https://www.tradingpostcoffee.co.uk/pages/trading-post-coffee-roasters-brighton-kensington-gardens,,north_laine,6,0.6666666666666666,0.16666666666666666,0.3452470401922862,0.5,0.3549693173910293,0.5454545454545454
node/4866289413,Kooks,50.8244262,-0.1396357,amenity,restaurant,food,brunch;cake,Gardner Street,56,https://www.kooksrestaurant.com/,,north_laine,6,0.16666666666666666,0.3333333333333333,-0.6067563891410829,-0.16666666666666666,-0.00866704624533434,0.5454545454545454
node/4866289414,Animal,50.8238809,-0.1402434,shop,clothes,shopping,,Bond Street,13,,,north_laine,5,0.6,0.2,0.5039317607879639,0.39999999999999997,0.2904662491301322,0.5
node/4866289416,DRNK,50.8203921,-0.1424341,amenity,cafe,cafe,,Ship Street,2,,,the_lanes,3,0.3333333333333333,0.3333333333333333,-0.32302379608154297,0.0,0.11308281141266528,0.375
node/4866289418,Yoga In The Lanes,50.8225954,-0.1400261,leisure,fitness_centre,outdoor,,,,,,the_lanes,5,0.6,0.0,0.9713491201400757,0.6,0.3904662491301322,0.5
node/4868318849,The Plant Room,50.8219947,-0.1403101,amenity,cafe,cafe,coffee_shop,Brighton Square,17-18,,,the_lanes,3,0.3333333333333333,0.3333333333333333,-0.30953784783681243,0.0,0.11308281141266528,0.375
node/4886571919,Crêpeaffaire,50.821374,-0.1393341,amenity,restaurant,food,crepe,East Street,35,https://crepeaffaire.com/locations/2017/brighton,Mo-Th 09:00-18:00; Fr 09:00-19:00; Sa 09:00-20:00; Su 10:00-18:00,the_lanes,6,0.5,0.3333333333333333,0.006920983393986964,0.16666666666666669,0.17315113557284748,0.5454545454545454
node/4947460768,FitLab,50.8252742,-0.1783793,leisure,fitness_centre,outdoor,,,,https://fitlab.uk/,,seafront,27,0.48148148148148145,0.1111111111111111,0.18669782523755674,0.37037037037037035,0.3407707028531663,0.84375
node/5005221878,Brighton Zip Line,50.8189674,-0.1342923,tourism,attraction,culture,,Madeira Drive,,https://brightonzip.com/,,kemptown,8,0.625,0.25,0.4887043908238411,0.375,0.3003586531770248,0.6153846153846154
node/5155538023,Brighton Chippy,50.8289298,-0.1418012,amenity,fast_food,food,fish_and_chips,Terminus Road,4,https://www.brightonchippy.co.uk/,,north_laine,10,0.6,0.3,0.37146655917167665,0.3,0.2603108327534215,0.6666666666666666
node/5203832922,Junkyard Dogs,50.8220288,-0.1314068,amenity,cafe,cafe,,Edward Street,142-143,,,kemptown,11,0.6363636363636364,0.09090909090909091,0.49981027299707587,0.5454545454545454,0.43154140570633265,0.6875
node/5298458921,7Bone,50.8228726,-0.1428739,amenity,fast_food,food,burger,Duke Street,33,,,the_lanes,6,0.16666666666666666,0.6666666666666666,-0.33586013317108154,-0.5,-0.19048522806351614,0.5454545454545454
node/5389814339,Envy,50.8200223,-0.1355884,amenity,nightclub,nightlife,,Marine Parade,8-9,,,kemptown,8,0.375,0.125,0.24168533831834793,0.25,0.2234355762539479,0.6153846153846154
node/5459308926,The Charm Brighton Boutique Hotel,50.8201031,-0.1313901,tourism,hotel,accommodation,,New Steine,20-21,https://www.thecharmbrighton.co.uk/home.html,Mo-Fr 07:30-21:00; Sa-Su 07:30-22:00,kemptown,3,0.6666666666666666,0.3333333333333333,0.33369340499242145,0.3333333333333333,0.2380828114126653,0.375
node/5464548182,Sea Spray Brighton Luxury Hotel,50.819869,-0.1314437,tourism,hotel,accommodation,,New Steine,"25,26",https://www.seaspraybrighton.co.uk/,Mo-Fr 07:30-21:00; Sa-Su 07:30-22:00,kemptown,6,0.16666666666666666,0.5,-0.2563242614269256,-0.33333333333333337,-0.09957613715442525,0.5454545454545454
node/5639716289,Fold,50.8281049,-0.1376477,shop,clothes,shopping,,Trafalgar Street,20,,,north_laine,7,0.42857142857142855,0.14285714285714285,0.15470369373049062,0.2857142857142857,0.24205520760844354,0.5833333333333334
node/5639731765,Kitokito,50.828076,-0.1374582,amenity,fast_food,food,japanese;poke,Trafalgar Street,19,,Mo-Fr 11:30-16:00; Sa-Su 12:00-16:00,north_laine,4,0.25,0.75,-0.49886819720268244,-0.5,-0.12170416763318641,0.4444444444444444
node/5639759316,Fatto a Mano,50.8268231,-0.1383906,amenity,restaurant,food,pizza,Gloucester Road,25,https://www.fattoamanopizza.com/,Mo-Th 12:00-22:00; Fr-Sa 12:00-22:30; Su 12:00-21:30,north_laine,9,0.7777777777777778,0.2222222222222222,0.5555240114529928,0.5555555555555556,0.421761606521523,0.6428571428571429
node/5639759317,Down to Earth coffee,50.8266517,-0.1384531,amenity,cafe,cafe,donut,Kensington Gardens,19,,,north_laine,4,1.0,0.0,0.9997839480638504,1.0,0.5449624990334803,0.4444444444444444
node/5639759318,To Be Worn Again,50.8266738,-0.1385724,shop,clothes,shopping,,Kensington Gardens,12,https://tobewornagain.co.uk/,Mo-Su 09:00-18:00,north_laine,9,0.3333333333333333,0.3333333333333333,-0.31291126542621195,0.0,0.06461874937866588,0.6428571428571429
